# Distance = 39.3 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.22	152.00	39.40	0.88	26.43	158.03	5.93	1284.41	17156.50
0.43	167.00	32.90	1.66	47.22	231.80	5.88	1125.76	7720.07
0.65	179.00	20.90	2.42	65.48	250.59	5.81	980.53	2738.14
0.87	188.00	15.70	3.14	80.81	244.02	5.76	854.03	1058.70
1.08	195.00	10.60	3.80	93.20	231.39	5.70	748.54	443.76
1.31	199.00	8.88	4.47	104.66	217.32	5.63	647.89	128.19
1.52	202.00	4.40	5.07	113.52	203.82	5.57	567.07	14.44
1.73	202.00	2.30	5.64	120.80	191.40	5.51	494.29	1.36
1.96	202.00	3.38	6.25	127.95	179.83	5.46	433.23	0.10
2.17	200.00	4.47	6.80	133.71	170.88	5.40	374.57	0.01
2.39	196.00	2.88	7.33	138.13	162.54	5.35	305.03	0.00
2.60	193.00	3.32	7.85	140.07	156.06	5.31	243.47	0.00
2.83	189.00	2.21	8.39	139.87	149.58	5.24	190.61	0.00
3.04	184.00	14.00	8.84	138.25	144.32	5.19	155.50	0.00
5.87	170.00	5.45	14.83	124.35	103.86	4.86	85.65	0.00
6.08	172.00	6.66	15.36	125.25	102.05	4.84	83.33	0.00
6.30	174.00	3.96	15.91	126.27	100.25	4.82	80.59	0.00
6.52	176.00	5.18	16.46	127.30	98.55	4.80	77.61	0.00
6.74	178.00	3.04	17.01	128.28	96.92	4.78	74.35	0.00
6.95	180.00	2.75	17.55	129.11	95.45	4.76	71.73	0.00
7.16	182.00	2.34	18.10	130.06	94.04	4.74	69.78	0.00
7.39	183.00	3.39	18.73	131.36	92.56	4.72	68.08	0.00
7.60	184.00	7.58	19.33	132.88	91.28	4.70	66.23	0.00
7.82	185.00	6.08	19.97	134.56	89.98	4.66	63.37	0.00
8.03	186.00	6.73	20.56	136.18	88.80	4.62	60.28	0.00
8.26	187.00	6.83	21.21	137.93	87.55	4.58	56.45	0.00
8.47	187.00	6.11	21.80	139.39	86.46	4.54	52.04	0.00
8.68	188.00	4.78	22.38	140.54	85.41	4.48	47.02	0.00
8.91	188.00	4.14	23.00	141.28	84.30	4.42	40.84	0.00
9.53	187.00	5.93	24.53	140.15	81.51	4.25	26.78	0.00
9.78	187.00	7.63	25.14	138.98	80.46	4.18	22.33	0.00
9.99	186.00	7.89	25.64	137.69	79.61	4.12	18.95	0.00
10.21	186.00	9.86	26.16	136.12	78.75	4.06	16.15	0.00
11.46	182.00	2.51	29.22	126.49	74.33	3.67	7.76	0.00
13.39	177.00	3.62	32.83	114.46	68.77	2.73	4.20	0.00
15.21	175.00	6.71	33.92	106.57	64.52	1.97	2.60	0.00
17.13	177.00	6.13	34.02	99.72	60.80	1.41	1.56	0.00
19.06	180.00	3.95	33.94	93.99	57.64	1.01	1.03	0.00
20.99	181.00	4.46	33.63	89.27	54.92	0.59	0.79	0.00
22.92	182.00	7.09	32.21	85.63	52.56	0.31	0.50	0.00
25.70	183.00	7.49	30.38	80.56	49.64	0.10	0.18	0.00
