# Distance = 20.8 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.50	164.00	28.20	3.37	179.08	0.00	6.19	1392.39	0.00
2.52	194.00	32.00	4.91	226.85	0.00	6.03	684.62	0.00
3.46	175.00	25.20	5.92	218.44	0.00	5.93	390.61	0.00
4.32	185.00	31.50	6.38	222.86	0.00	5.80	299.95	0.00
5.43	175.00	27.90	5.50	224.40	0.00	5.79	148.10	0.00
6.38	167.00	27.20	4.46	214.04	0.00	6.00	68.44	0.00
7.57	176.00	7.18	6.76	198.09	0.00	6.37	40.47	0.00
10.60	185.00	4.29	18.15	171.54	0.00	7.01	14.69	0.00
13.57	183.00	4.22	28.49	152.05	0.00	6.53	5.42	0.00
16.64	172.00	4.33	33.97	136.34	0.00	5.72	3.34	0.00
19.71	161.00	4.24	37.19	127.14	0.00	5.39	3.06	0.00
22.68	156.00	5.08	42.53	119.55	0.00	5.15	1.47	0.00
25.75	159.00	6.49	47.68	111.63	0.00	4.28	0.76	0.00
28.72	173.00	6.97	48.77	105.81	0.00	3.87	0.64	0.00
31.79	177.00	6.57	52.19	100.70	0.00	3.72	0.40	0.00
34.77	179.00	4.47	56.94	96.18	0.00	3.06	0.25	0.00
37.84	181.00	4.26	58.65	92.08	0.00	2.49	0.16	0.00
40.81	182.00	4.26	59.71	88.53	0.00	1.94	0.10	0.00
43.88	182.00	4.83	59.41	85.25	0.00	1.45	0.06	0.00
46.85	180.00	5.50	58.39	82.38	0.00	1.13	0.04	0.00
49.92	177.00	8.50	57.41	79.70	0.00	0.88	0.03	0.00
52.99	175.00	11.00	56.55	77.26	0.00	0.68	0.02	0.00
55.96	172.00	11.60	55.81	75.10	0.00	0.49	0.01	0.00
59.03	168.00	12.60	54.48	73.05	0.00	0.28	0.01	0.00
62.00	158.00	5.38	52.09	71.22	0.00	0.14	0.00	0.00
65.07	158.00	6.50	49.54	69.47	0.00	0.10	0.00	0.00
68.05	166.00	15.50	47.97	67.89	0.00	0.07	0.00	0.00
71.12	165.00	8.75	47.19	66.37	0.00	0.00	0.00	0.00
