# Distance = 2.87 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.21	55.50	7.21	3.45	32.21	0.00	15.67	538.47	0.00
0.63	63.20	5.22	8.00	52.36	0.00	11.49	189.54	0.00
1.04	66.60	7.97	10.21	56.56	0.00	8.79	90.04	0.00
1.46	70.50	4.62	11.62	56.41	0.00	7.53	39.29	0.00
1.88	76.10	4.69	12.58	53.09	0.00	6.03	15.55	0.00
2.30	78.80	4.52	13.05	49.07	0.00	6.34	7.27	0.00
2.71	80.10	6.65	15.10	45.39	0.00	5.78	3.26	0.00
3.14	80.10	6.28	16.52	41.94	0.00	5.55	1.41	0.00
3.55	80.10	5.09	18.88	39.11	0.00	5.55	0.63	0.00
3.96	80.40	5.40	21.58	36.72	0.00	4.45	0.28	0.00
4.38	80.10	7.58	22.53	34.64	0.00	3.21	0.12	0.00
4.80	80.40	8.90	22.52	32.88	0.00	2.48	0.05	0.00
5.22	80.60	9.37	22.71	31.38	0.00	2.02	0.02	0.00
5.63	80.60	9.37	22.79	30.09	0.00	1.29	0.00	0.00
