# Distance = 7.47 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.36	21.45	1.99	2.37	5.54	0.00	7.54	15.75	0.00
0.73	31.30	1.58	5.16	10.55	0.00	7.71	12.17	0.00
1.09	41.70	1.16	7.98	11.80	0.00	7.21	3.90	0.00
1.45	48.35	0.44	10.59	11.60	0.00	6.97	2.82	0.00
1.81	50.60	0.37	13.42	11.83	0.00	6.03	2.16	0.00
2.17	54.05	0.59	15.47	11.89	0.00	4.75	1.69	0.00
2.54	55.80	0.76	16.82	11.92	0.00	3.54	1.12	0.00
2.90	54.55	0.71	17.45	12.04	0.00	2.25	0.87	0.00
3.26	50.00	2.65	17.47	12.10	0.00	1.61	0.59	0.00
3.62	49.90	2.77	18.21	11.25	0.00	0.89	0.00	0.00
