# Distance = 9.51 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.14	5.23	5.31	0.61	4.33	0.00	3.81	79.35	0.00
0.42	15.40	7.78	1.54	11.34	0.00	3.60	66.89	0.00
0.69	24.40	4.00	2.07	17.58	0.00	3.36	63.43	0.00
0.97	32.10	4.00	1.90	23.49	0.00	3.09	52.56	0.00
1.25	34.60	4.00	-1.21	27.96	0.00	2.93	40.76	0.00
1.52	37.90	4.00	-3.38	30.30	0.00	2.91	26.46	0.00
1.80	40.50	4.00	-4.80	30.65	0.00	3.11	21.33	0.00
2.07	43.00	4.00	-5.59	30.81	0.00	3.37	17.73	0.00
2.35	45.10	4.00	-5.89	31.07	0.00	3.68	15.71	0.00
2.63	45.60	4.00	-5.80	31.32	0.00	3.89	14.32	0.00
2.91	49.20	13.00	-5.69	31.98	0.00	4.06	13.15	0.00
3.19	50.30	4.00	-5.59	32.69	0.00	4.22	11.82	0.00
3.46	53.70	4.19	-5.61	33.31	0.00	4.39	10.46	0.00
3.74	58.00	7.53	-5.77	33.76	0.00	4.61	9.02	0.00
4.01	64.40	4.00	-5.78	33.91	0.00	4.93	7.85	0.00
4.29	67.50	4.00	-5.10	34.10	0.00	5.35	7.26	0.00
4.57	71.30	4.00	-2.28	34.50	0.00	5.86	6.60	0.00
4.85	75.60	4.00	6.11	34.99	0.00	6.44	5.83	0.00
5.13	80.00	4.00	10.68	35.26	0.00	7.06	4.74	0.00
5.40	82.80	4.00	14.96	35.21	0.00	7.54	4.00	0.00
5.68	84.80	15.70	19.51	35.25	0.00	7.81	3.57	0.00
5.86	86.30	16.80	22.24	35.36	0.00	7.78	3.09	0.00
6.36	90.20	8.07	28.68	34.90	0.00	6.90	1.48	0.00
6.51	91.30	4.00	30.13	34.52	0.00	6.42	1.14	0.00
6.69	92.80	8.75	31.57	34.02	0.00	5.77	0.79	0.00
