# Distance = 78.6 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.62	35.10	4.01	0.74	74.60	0.00	2.35	1867.17	0.00
1.23	64.60	4.19	1.22	116.68	0.00	2.31	1388.64	0.00
1.83	80.10	6.32	1.59	143.70	0.00	2.26	1123.99	0.00
2.47	113.00	10.40	2.33	162.67	0.00	2.19	922.81	0.00
3.08	136.00	7.59	2.28	174.17	0.00	2.00	802.66	0.00
3.68	150.00	7.75	-2.78	183.26	0.00	1.78	734.00	0.00
4.32	171.00	9.19	-6.15	192.09	0.00	1.61	672.61	0.00
4.91	192.00	9.16	-9.41	199.80	0.00	1.54	660.66	0.00
5.53	197.00	9.96	-12.45	214.34	0.00	1.67	648.22	0.00
6.17	195.00	12.40	-15.15	231.48	0.00	1.99	647.78	0.00
6.78	196.00	7.09	-17.17	255.45	0.00	2.45	637.51	0.00
7.38	216.00	5.99	-18.43	278.70	0.00	3.05	563.83	0.00
8.00	225.00	5.24	-18.35	291.26	0.00	3.81	469.41	0.00
8.62	240.00	6.15	-16.46	293.19	0.00	4.38	406.80	0.00
9.23	247.00	4.37	-12.47	297.64	0.00	4.86	388.18	0.00
9.85	254.00	6.48	1.92	304.18	0.00	5.02	357.28	0.00
10.43	257.00	7.41	12.40	309.84	0.00	4.94	327.03	0.00
11.05	273.00	5.38	17.25	314.40	0.00	4.68	294.54	0.00
11.67	272.00	5.98	19.48	318.00	0.00	4.28	268.28	0.00
12.19	270.00	20.90	20.40	321.12	0.00	4.01	248.39	0.00
12.91	279.00	9.40	20.48	324.97	0.00	3.70	220.12	0.00
14.56	287.00	10.80	19.31	328.41	0.00	3.60	153.51	0.00
16.63	291.00	10.00	21.57	317.26	0.00	3.59	98.13	0.00
17.77	286.00	9.67	21.57	310.74	0.00	3.61	85.59	0.00
18.49	288.00	6.96	21.47	307.81	0.00	3.72	77.63	0.00
20.24	289.00	6.63	24.75	302.04	0.00	4.40	61.42	0.00
22.62	288.00	10.00	42.61	294.82	0.00	4.56	42.06	0.00
24.89	269.00	8.23	48.06	286.63	0.00	2.74	25.26	0.00
27.06	267.00	7.11	45.91	272.95	0.00	1.90	13.46	0.00
29.13	272.00	5.36	44.88	261.06	0.00	1.43	8.90	0.00
31.30	274.00	5.78	40.92	249.61	0.00	1.17	5.10	0.00
33.46	259.00	5.81	39.70	238.77	0.00	1.40	2.91	0.00
35.53	272.00	6.69	43.43	229.60	0.00	1.36	1.73	0.00
37.70	274.00	6.39	43.90	221.08	0.00	0.87	1.03	0.00
39.87	272.00	5.59	40.65	213.59	0.00	0.84	0.00	0.00
41.93	266.00	8.82	42.43	206.01	0.00	0.93	0.00	0.00
