# Distance = 8.63 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.63	29.50	2.53	-3.91	32.45	0.00	3.60	190.91	0.00
1.26	50.80	3.76	-7.75	43.42	0.00	5.01	121.97	0.00
1.88	68.20	2.58	-7.39	53.89	0.00	7.46	104.98	0.00
2.51	84.30	2.28	5.93	65.51	0.00	8.00	78.13	0.00
3.13	95.30	2.01	9.95	69.91	0.00	7.87	48.41	0.00
3.77	106.00	3.58	14.19	70.58	0.00	8.15	33.32	0.00
4.39	112.00	4.25	18.85	71.78	0.00	7.79	24.23	0.00
5.02	115.00	3.18	22.36	71.39	0.00	6.70	12.56	0.00
5.65	116.00	2.32	23.45	67.72	0.00	5.47	6.60	0.00
6.28	116.00	2.01	23.39	64.47	0.00	4.93	2.89	0.00
6.90	116.00	2.28	23.74	61.00	0.00	4.52	0.00	0.00
7.54	114.00	3.05	23.34	56.33	0.00	4.12	0.00	0.00
8.16	112.00	3.69	22.12	53.17	0.00	4.08	0.00	0.00
8.79	109.00	5.10	21.75	50.61	0.00	4.58	0.00	0.00
9.41	107.00	6.39	23.99	48.49	0.00	5.22	0.00	0.00
