# Distance = 88.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
3.23	194.00	16.70	-6.32	37.55	248.50	0.41	79.35	371.12
9.18	172.00	8.10	-12.59	84.16	176.71	1.22	56.08	1.14
10.64	170.00	10.70	-13.03	92.77	164.32	1.42	54.94	0.17
11.58	170.00	6.80	-12.98	100.02	157.52	1.51	52.74	0.05
12.52	171.00	6.80	-12.90	108.57	151.54	1.59	53.07	0.01
13.57	172.00	12.10	-12.93	121.96	145.51	1.67	47.96	0.00
15.76	174.00	19.60	-12.55	132.87	135.02	1.85	27.57	0.00
24.94	193.00	23.20	15.41	113.33	107.35	2.31	3.43	0.00
26.30	194.00	23.00	17.38	110.20	104.53	2.27	2.49	0.00
34.96	201.00	7.20	28.15	91.44	90.67	2.25	0.32	0.00
36.84	202.00	17.10	30.72	88.34	88.32	2.24	0.20	0.00
47.38	205.00	16.00	44.54	75.43	77.88	1.59	0.02	0.00
64.59	204.00	16.00	51.19	63.25	66.70	0.55	0.00	0.00
