# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.74	87.50	9.40	7.95	126.25	0.00	8.55	363.15	0.00
3.50	106.00	7.10	15.41	135.65	0.00	7.79	106.15	0.00
5.24	116.00	5.30	21.42	123.91	0.00	6.19	34.23	0.00
6.98	125.00	5.70	24.99	110.04	0.00	5.17	11.25	0.00
8.72	126.00	4.40	27.87	98.73	0.00	3.76	3.98	0.00
10.47	123.00	4.40	28.24	89.94	0.00	3.08	2.58	0.00
12.31	118.00	4.60	28.88	83.26	0.00	2.41	1.42	0.00
14.52	115.00	6.40	29.10	76.29	0.00	2.08	0.61	0.00
17.07	122.00	15.20	30.53	70.27	0.00	1.63	0.41	0.00
31.82	121.00	10.20	31.05	50.70	0.00	0.40	0.00	0.00
34.61	118.00	10.40	30.42	48.54	0.00	0.29	0.00	0.00
37.16	113.00	10.50	29.72	46.79	0.00	0.21	0.00	0.00
