# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.87	39.30	6.60	4.75	32.94	0.00	9.96	258.54	0.00
1.74	54.60	5.60	9.29	63.26	0.00	9.29	226.28	0.00
2.61	65.50	6.70	12.43	83.61	0.00	8.52	160.78	0.00
3.50	83.90	5.20	15.06	94.28	0.00	8.14	101.92	0.00
4.37	94.30	6.30	18.63	98.10	0.00	7.77	72.34	0.00
5.24	104.00	5.70	21.23	98.71	0.00	7.27	51.64	0.00
6.11	115.00	5.10	24.51	99.10	0.00	6.97	39.84	0.00
6.98	127.00	5.10	27.96	99.63	0.00	6.42	31.34	0.00
7.85	129.00	5.10	31.23	99.88	0.00	5.68	21.04	0.00
8.72	127.00	5.10	34.48	97.23	0.00	4.65	13.88	0.00
9.60	124.00	5.10	34.66	93.98	0.00	2.92	9.84	0.00
10.47	122.00	3.90	32.96	90.82	0.00	2.56	6.94	0.00
