# Distance = 7.06 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.09	11.20	2.02	0.36	12.72	0.00	7.21	658.83	0.00
0.26	26.50	1.03	1.05	26.94	0.00	7.18	391.72	0.00
0.43	33.70	1.03	1.70	35.34	0.00	7.15	269.11	0.00
0.60	32.70	1.12	2.33	40.03	0.00	7.13	185.65	0.00
0.77	33.70	1.03	2.97	43.25	0.00	7.11	148.52	0.00
0.94	35.70	2.24	3.63	45.86	0.00	7.10	129.01	0.00
1.11	37.80	3.35	4.28	48.03	0.00	7.03	100.97	0.00
1.28	41.80	3.35	4.86	48.92	0.00	6.94	87.29	0.00
1.46	43.90	2.14	5.33	50.15	0.00	6.83	78.88	0.00
1.63	44.90	1.25	5.55	51.31	0.00	6.71	68.73	0.00
2.05	53.20	1.60	6.05	53.97	0.00	6.93	54.74	0.00
2.74	64.30	0.90	9.76	56.61	0.00	7.21	33.95	0.00
3.42	73.10	2.40	12.04	56.83	0.00	7.19	23.05	0.00
4.11	76.20	4.40	15.87	58.16	0.00	7.40	15.08	0.00
4.79	78.40	3.80	20.08	56.91	0.00	7.06	8.60	0.00
5.48	83.10	3.10	23.18	53.88	0.00	6.43	3.37	0.00
6.16	88.00	3.00	25.97	50.76	0.00	5.62	1.42	0.00
6.85	89.90	2.40	27.32	47.30	0.00	4.89	0.00	0.00
7.53	90.60	2.80	29.16	43.89	0.00	4.41	0.00	0.00
8.21	91.60	2.60	30.92	41.40	0.00	3.76	0.00	0.00
8.90	92.30	1.40	32.12	39.37	0.00	3.02	0.00	0.00
9.57	90.90	1.00	32.72	37.69	0.00	2.40	0.00	0.00
10.31	89.60	2.70	33.49	36.10	0.00	1.80	0.00	0.00
10.96	89.40	2.70	34.33	34.88	0.00	1.27	0.00	0.00
