# Distance = 2.11 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.23	28.70	3.40	11.01	27.50	0.00	13.76	58.00	0.00
1.84	37.60	2.60	14.98	32.63	0.00	11.59	38.02	0.00
2.46	43.10	1.20	16.99	36.29	0.00	10.10	29.50	0.00
3.07	50.10	2.80	19.19	38.65	0.00	9.35	21.65	0.00
3.68	58.10	4.50	21.96	39.64	0.00	8.75	16.32	0.00
4.30	64.60	4.10	24.99	39.95	0.00	7.56	13.06	0.00
4.91	68.50	2.70	26.69	39.97	0.00	6.34	10.93	0.00
5.52	72.30	0.80	27.86	39.85	0.00	5.44	9.36	0.00
6.14	74.20	2.40	28.88	39.70	0.00	4.52	8.35	0.00
6.75	78.90	2.60	29.47	39.75	0.00	3.85	7.82	0.00
7.37	82.40	2.30	29.95	40.34	0.00	3.16	7.39	0.00
7.98	84.30	4.80	30.14	41.03	0.00	2.73	6.69	0.00
8.59	85.40	7.30	30.72	41.56	0.00	2.27	5.95	0.00
9.21	85.30	4.60	30.91	42.01	0.00	1.65	5.36	0.00
9.82	86.80	4.00	30.41	42.44	0.00	1.24	4.85	0.00
10.43	85.40	5.70	29.82	42.85	0.00	0.85	4.39	0.00
11.05	85.40	7.00	28.65	43.34	0.00	0.55	3.97	0.00
11.66	86.20	4.10	27.43	43.93	0.00	0.48	3.59	0.00
12.28	86.10	6.20	26.97	44.70	0.00	0.47	3.25	0.00
12.89	87.40	2.50	26.89	45.87	0.00	0.37	2.94	0.00
13.50	86.50	5.50	26.67	48.14	0.00	0.00	0.00	0.00
