# Distance = 39.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
3.54	223.00	8.00	-8.01	117.75	111.10	1.15	338.62	0.95
4.23	230.00	6.13	-9.47	124.76	101.71	1.30	298.08	0.10
4.97	248.00	5.10	-10.89	131.48	93.86	1.49	286.14	0.01
5.74	258.00	6.60	-12.17	141.58	87.33	1.73	272.08	0.00
6.47	263.00	7.00	-13.04	151.68	82.27	1.99	259.49	0.00
7.22	272.00	6.25	-13.55	163.54	77.87	2.22	245.01	0.00
8.02	287.00	4.01	-14.01	173.24	73.88	2.46	220.84	0.00
8.79	289.00	7.25	-14.22	181.65	70.57	2.70	206.69	0.00
9.50	292.00	6.93	-14.13	189.99	67.89	2.94	195.61	0.00
10.27	302.00	10.40	-13.52	200.28	65.29	3.21	182.56	0.00
11.08	302.00	10.30	-11.87	209.35	62.86	3.50	156.80	0.00
11.82	304.00	10.40	-8.04	213.99	60.86	3.71	137.80	0.00
12.56	303.00	10.40	4.71	217.20	59.04	3.84	121.83	0.00
13.39	305.00	10.10	11.50	220.08	57.18	3.91	107.63	0.00
14.10	300.00	8.78	15.26	222.10	55.72	3.92	94.22	0.00
14.93	295.00	9.72	18.79	222.13	54.15	3.86	78.85	0.00
15.64	294.00	5.32	21.20	221.10	52.91	3.76	70.77	0.00
16.35	290.00	5.32	22.76	220.97	51.75	3.63	65.21	0.00
17.18	291.00	4.03	24.32	220.81	50.48	3.56	55.17	0.00
17.89	286.00	3.25	25.75	218.83	49.47	3.51	45.89	0.00
18.72	287.00	3.61	27.42	215.02	48.36	3.43	40.09	0.00
19.44	294.00	3.35	28.86	212.21	47.46	3.37	37.52	0.00
20.26	290.00	3.75	30.52	210.30	46.49	3.29	34.28	0.00
20.98	288.00	3.04	32.10	208.55	45.68	3.21	31.05	0.00
21.69	290.00	6.40	33.59	206.59	44.93	3.10	28.08	0.00
22.52	294.00	4.19	35.15	204.20	44.09	2.94	25.45	0.00
23.23	297.00	4.12	36.34	202.32	43.41	2.80	23.68	0.00
24.06	293.00	5.15	37.53	200.54	42.66	2.61	21.97	0.00
24.77	291.00	6.21	38.37	199.27	42.04	2.45	20.50	0.00
25.95	297.00	4.00	39.28	197.73	41.07	2.15	18.44	0.00
28.92	292.00	4.00	37.58	193.29	38.91	1.67	10.07	0.00
31.76	288.00	4.00	39.60	184.53	37.13	1.65	6.28	0.00
34.72	285.00	4.00	41.24	179.82	35.51	1.35	0.00	0.00
