# Distance = 14.1 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
3.44	285.00	14.40	-9.50	163.33	239.50	1.90	560.42	13.23
3.77	297.00	13.60	-9.53	171.23	229.25	1.97	537.66	5.28
4.13	303.00	8.47	-9.96	180.90	219.24	2.17	507.23	1.94
4.47	306.00	5.93	-9.81	188.33	210.91	2.41	465.98	0.76
4.80	307.00	5.93	-9.33	194.55	203.54	2.57	438.69	0.30
5.13	304.00	8.47	-8.61	200.63	196.88	2.70	413.05	0.12
5.48	308.00	8.47	-7.65	206.74	190.44	2.79	383.91	0.05
5.83	313.00	12.70	-6.65	211.20	184.57	2.84	352.60	0.02
6.16	314.00	9.32	-5.59	215.16	179.57	2.91	340.73	0.01
6.51	315.00	6.78	-3.70	221.73	174.68	2.98	329.32	0.00
6.86	317.00	8.47	2.58	227.93	170.15	3.04	300.88	0.00
7.18	320.00	7.63	5.22	231.69	166.32	3.08	276.70	0.00
7.51	316.00	20.50	7.09	235.42	162.63	3.11	259.76	0.00
7.85	318.00	23.40	8.69	239.83	159.08	3.13	241.28	0.00
8.21	321.00	8.48	10.18	243.58	155.54	3.14	214.54	0.00
8.57	323.00	8.66	11.56	245.21	152.23	3.14	187.05	0.00
8.90	321.00	12.70	12.75	245.55	149.38	3.13	167.67	0.00
9.24	323.00	11.00	13.91	245.17	146.61	3.11	150.42	0.00
9.60	323.00	10.40	15.05	244.28	143.83	3.08	136.11	0.00
9.93	322.00	13.60	16.01	243.51	141.42	3.03	126.37	0.00
10.27	321.00	13.60	16.89	243.36	139.06	2.99	118.70	0.00
10.60	323.00	9.32	17.70	243.43	136.88	2.95	108.16	0.00
10.93	322.00	11.90	18.50	243.14	134.80	2.92	97.33	0.00
11.27	321.00	11.00	19.34	242.22	132.75	2.89	86.07	0.00
12.31	323.00	4.24	22.66	237.20	127.02	2.81	60.76	0.00
14.35	319.00	4.24	25.93	222.14	117.64	1.67	30.36	0.00
16.40	308.00	4.24	22.63	207.85	110.04	1.32	19.68	0.00
18.48	299.00	5.66	20.31	196.74	103.67	1.35	11.59	0.00
20.57	299.00	5.66	22.26	185.79	98.26	1.65	7.00	0.00
22.51	298.00	5.66	27.15	176.89	93.93	1.51	4.66	0.00
24.59	296.00	5.66	29.12	169.05	89.87	1.08	3.04	0.00
26.68	293.00	4.24	27.52	161.25	86.28	0.72	1.15	0.00
28.77	289.00	4.24	25.34	153.55	83.08	0.71	0.69	0.00
30.70	289.00	4.24	24.47	147.65	80.43	0.71	0.41	0.00
32.79	288.00	4.24	24.07	141.98	77.82	0.74	0.23	0.00
34.88	285.00	4.24	25.16	136.94	75.46	0.80	0.13	0.00
36.96	283.00	2.83	26.99	132.46	73.30	0.77	0.07	0.00
38.90	275.00	2.83	28.40	128.67	71.45	0.70	0.04	0.00
40.99	272.00	2.83	29.45	124.96	69.61	0.60	0.02	0.00
43.08	271.00	2.83	29.67	121.58	67.90	0.50	0.01	0.00
45.16	274.00	4.24	29.61	118.49	66.31	0.42	0.01	0.00
47.10	277.00	4.24	29.04	115.83	64.93	0.34	0.00	0.00
49.19	281.00	4.24	27.35	113.16	63.54	0.29	0.00	0.00
51.27	286.00	4.24	25.98	110.69	62.24	0.30	0.00	0.00
53.36	282.00	4.24	25.68	108.37	61.01	0.34	0.00	0.00
55.30	283.00	4.24	26.02	106.35	59.93	0.35	0.00	0.00
57.38	288.00	5.66	26.92	104.31	58.83	0.37	0.00	0.00
59.47	287.00	5.66	28.39	102.38	57.79	0.35	0.00	0.00
61.56	289.00	7.07	29.40	100.55	56.80	0.31	0.00	0.00
63.64	294.00	7.07	29.52	98.83	55.86	0.26	0.00	0.00
