# Distance = 9.77 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.71	24.10	7.55	1.00	14.21	0.00	4.84	33.36	0.00
1.42	33.60	5.02	3.20	19.99	0.00	5.17	21.71	0.00
2.14	44.80	3.38	7.12	23.95	0.00	5.35	15.25	0.00
2.85	54.40	2.90	9.97	26.51	0.00	4.88	10.48	0.00
3.55	57.40	2.89	11.13	27.05	0.00	4.37	8.01	0.00
4.26	61.40	3.44	11.42	28.43	0.00	4.22	6.75	0.00
4.97	63.80	3.64	12.50	29.24	0.00	4.40	4.61	0.00
5.69	65.50	3.82	14.33	29.26	0.00	4.49	4.19	0.00
6.40	67.60	3.54	16.95	30.68	0.00	4.73	2.51	0.00
7.11	69.20	2.91	21.15	29.21	0.00	4.74	1.99	0.00
7.82	70.30	2.79	24.60	28.83	0.00	4.22	1.46	0.00
8.52	71.40	2.93	26.77	28.24	0.00	3.54	1.09	0.00
9.25	73.20	3.00	27.67	27.68	0.00	2.97	0.81	0.00
9.95	73.00	2.81	28.57	27.38	0.00	2.59	0.61	0.00
10.66	73.10	2.79	29.42	26.20	0.00	2.19	0.00	0.00
