# Distance = 37.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.35	20.90	9.81	-0.71	48.80	0.00	2.68	1540.43	0.00
1.07	61.70	8.19	-2.15	98.26	0.00	2.71	772.11	0.00
1.60	81.30	4.32	-3.20	114.20	0.00	2.77	533.24	0.00
3.70	124.00	3.41	-6.14	144.08	0.00	3.14	300.12	0.00
5.09	156.00	7.02	-7.81	154.33	0.00	3.39	183.64	0.00
6.61	166.00	6.34	-9.03	165.98	0.00	3.96	152.68	0.00
8.17	165.00	12.10	-5.36	171.96	0.00	4.62	89.50	0.00
9.11	174.00	4.84	8.37	168.93	0.00	4.98	67.81	0.00
10.37	164.00	5.86	15.91	166.11	0.00	5.11	59.00	0.00
11.28	176.00	7.35	19.95	167.81	0.00	5.07	48.87	0.00
13.62	174.00	3.28	27.90	164.81	0.00	4.60	24.37	0.00
15.04	168.00	2.23	31.00	159.24	0.00	4.24	14.96	0.00
16.37	166.00	2.23	33.64	152.93	0.00	3.82	8.69	0.00
17.59	167.00	4.59	35.26	146.05	0.00	3.51	5.36	0.00
18.80	167.00	5.30	36.71	140.14	0.00	3.15	3.94	0.00
20.13	165.00	3.48	37.64	134.38	0.00	2.87	2.74	0.00
21.35	165.00	3.12	38.56	129.65	0.00	2.59	2.05	0.00
22.57	165.00	2.39	38.99	125.64	0.00	2.41	1.61	0.00
23.89	165.00	2.23	39.94	121.62	0.00	2.29	1.08	0.00
25.11	163.00	2.23	41.29	118.07	0.00	2.13	0.76	0.00
26.33	162.00	2.23	42.64	114.81	0.00	1.97	0.54	0.00
27.65	162.00	2.23	44.36	111.58	0.00	1.73	0.37	0.00
28.87	162.00	2.23	45.67	108.94	0.00	1.46	0.26	0.00
30.09	160.00	2.23	46.59	106.04	0.00	1.13	0.00	0.00
