# Distance = 6.5 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.47	22.20	2.81	-2.53	16.15	0.00	3.38	82.58	0.00
0.95	43.40	3.47	-3.19	24.41	0.00	4.40	52.78	0.00
1.42	60.20	3.04	1.60	30.02	0.00	5.18	40.26	0.00
1.90	69.60	2.05	7.32	34.67	0.00	5.52	31.26	0.00
2.37	72.50	2.00	9.94	38.54	0.00	4.74	22.72	0.00
2.84	74.30	2.02	10.41	39.32	0.00	4.36	15.54	0.00
3.30	75.80	2.01	11.53	40.34	0.00	4.57	11.37	0.00
3.78	77.20	2.05	14.06	39.90	0.00	4.68	7.31	0.00
4.25	79.30	2.08	17.07	39.68	0.00	4.56	4.24	0.00
4.73	81.30	2.08	19.97	37.51	0.00	3.75	2.11	0.00
5.20	81.60	2.03	20.72	35.40	0.00	2.75	1.36	0.00
5.67	82.10	2.02	20.34	33.72	0.00	2.15	0.93	0.00
6.15	82.90	2.00	19.45	32.26	0.00	1.97	0.61	0.00
6.62	83.20	2.00	19.93	30.94	0.00	2.25	0.37	0.00
7.10	83.50	2.02	22.29	29.61	0.00	2.05	0.21	0.00
7.57	83.80	2.00	23.13	28.46	0.00	1.41	0.17	0.00
8.04	84.30	2.00	23.15	27.54	0.00	1.00	0.12	0.00
