# Distance = 19.8 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.44	26.10	3.30	9.78	27.58	0.00	9.51	52.23	0.00
2.88	43.00	3.47	14.97	37.28	0.00	6.72	20.28	0.00
4.33	48.50	2.35	16.19	39.66	0.00	5.41	10.63	0.00
5.76	52.50	2.00	17.03	39.15	0.00	4.87	5.58	0.00
7.20	56.40	2.05	17.72	37.67	0.00	4.80	3.45	0.00
8.64	58.50	2.21	20.41	36.70	0.00	5.00	2.77	0.00
10.08	61.50	2.10	24.64	36.12	0.00	5.01	1.68	0.00
11.47	64.60	2.01	29.83	34.86	0.00	4.92	1.05	0.00
13.00	65.60	2.12	35.59	33.70	0.00	4.10	0.49	0.00
14.42	65.40	2.65	38.07	31.99	0.00	3.05	0.00	0.00
15.84	65.50	3.05	38.40	29.29	0.00	2.20	0.00	0.00
17.26	65.10	3.22	37.54	27.53	0.00	1.64	0.00	0.00
18.68	64.90	3.48	36.24	26.15	0.00	1.47	0.00	0.00
