# Distance = 58.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.31	3.10	4.50	0.70	4.06	0.00	1.83	29.26	0.00
1.47	15.70	8.50	2.90	16.67	0.00	1.74	21.05	0.00
2.52	28.00	10.00	4.62	21.38	0.00	1.65	16.18	0.00
3.35	36.00	11.00	5.87	24.55	0.00	1.58	12.24	0.00
4.09	43.60	4.50	6.92	24.68	0.00	1.52	10.94	0.00
4.82	49.80	4.50	7.89	26.86	0.00	1.45	11.55	0.00
6.60	61.50	4.50	10.01	35.06	0.00	1.30	8.67	0.00
7.86	68.10	12.20	11.30	38.68	0.00	1.18	7.08	0.00
9.43	73.40	12.20	12.69	42.62	0.00	1.06	4.37	0.00
11.43	77.60	11.00	14.27	39.29	0.00	0.91	0.82	0.00
22.85	78.90	11.00	17.98	26.52	0.00	0.00	0.00	0.00
