# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.87	47.10	8.20	-5.91	39.16	0.00	6.77	160.21	0.00
1.74	65.90	6.60	6.14	48.76	0.00	8.25	95.41	0.00
2.61	76.10	5.60	10.04	56.77	0.00	7.49	69.97	0.00
3.50	85.70	5.60	12.18	59.39	0.00	7.15	54.44	0.00
4.37	96.60	5.20	15.52	65.30	0.00	7.25	44.82	0.00
5.24	99.30	5.20	20.05	68.41	0.00	6.97	36.54	0.00
6.11	103.00	5.20	22.26	71.96	0.00	5.91	32.09	0.00
6.98	107.00	5.20	23.74	75.73	0.00	5.89	24.66	0.00
7.85	111.00	5.20	27.05	78.29	0.00	5.63	19.68	0.00
8.72	114.00	6.10	30.21	80.38	0.00	4.85	13.34	0.00
9.60	115.00	6.10	31.27	78.75	0.00	4.14	7.13	0.00
10.47	111.00	5.60	32.59	74.74	0.00	3.79	3.83	0.00
11.35	110.00	5.60	35.64	70.88	0.00	3.16	2.47	0.00
12.31	111.00	5.20	34.51	67.17	0.00	1.94	1.70	0.00
13.12	109.00	4.80	33.26	64.52	0.00	1.79	1.38	0.00
14.05	108.00	4.40	32.83	61.98	0.00	1.63	1.09	0.00
14.98	109.00	5.20	33.44	59.85	0.00	1.48	0.89	0.00
16.03	111.00	5.30	32.79	57.84	0.00	0.93	0.71	0.00
16.95	110.00	4.90	31.55	56.24	0.00	0.96	0.50	0.00
17.88	109.00	4.90	32.14	54.54	0.00	0.92	0.34	0.00
18.93	110.00	5.30	31.74	52.78	0.00	0.50	0.26	0.00
19.97	112.00	10.20	30.71	51.33	0.00	0.55	0.18	0.00
21.02	113.00	11.50	30.36	49.88	0.00	0.33	0.00	0.00
