# Distance = 53.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.78	19.80	10.70	2.51	21.03	0.00	5.90	93.83	0.00
2.35	55.40	10.70	6.80	40.70	0.00	5.65	42.96	0.00
3.91	88.50	10.70	10.62	45.80	0.00	5.38	25.52	0.00
5.48	105.00	10.70	14.09	50.95	0.00	5.11	17.73	0.00
7.03	106.00	10.70	17.33	52.78	0.00	4.84	11.33	0.00
8.60	103.00	10.70	20.41	52.80	0.00	4.56	7.67	0.00
13.27	109.00	15.80	28.66	49.49	0.00	3.64	3.13	0.00
14.85	113.00	14.70	30.97	48.53	0.00	3.29	2.08	0.00
25.80	105.00	10.40	39.69	38.33	0.00	1.07	0.16	0.00
32.01	103.00	10.00	35.54	33.79	0.00	0.00	0.04	0.00
36.54	103.00	10.00	30.82	31.22	0.00	0.00	0.00	0.00
