# Distance = 97.9 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.75	169.00	4.27	-3.46	55.70	163.04	11.21	1492.50	4469.43
1.55	203.00	4.92	-5.31	103.00	214.33	12.08	1257.77	2105.83
2.30	232.00	5.49	-5.51	138.93	231.92	12.89	1071.34	1340.93
3.06	256.00	4.38	-2.34	168.78	250.27	13.71	910.60	745.19
3.85	248.00	3.47	8.40	194.16	252.30	14.55	769.01	308.69
4.61	253.00	5.68	15.45	214.21	245.12	15.04	650.59	124.46
5.36	269.00	8.42	21.08	228.68	233.77	14.69	539.60	47.18
6.12	268.00	4.67	25.25	240.66	221.48	13.93	468.85	17.54
6.91	260.00	5.58	28.25	252.16	209.61	12.81	407.75	6.29
7.66	245.00	8.47	29.36	263.31	199.62	11.97	341.54	2.38
8.42	247.00	6.00	29.93	267.79	190.58	11.32	252.37	0.89
8.86	267.00	10.30	29.94	267.57	185.85	11.07	214.72	0.50
9.21	255.00	7.27	29.92	266.55	182.29	10.94	193.78	0.32
10.82	253.00	11.20	30.41	261.12	168.18	10.83	140.97	0.04
11.56	271.00	11.30	31.44	258.37	162.76	10.96	120.47	0.02
12.40	276.00	8.71	33.09	255.11	157.16	11.08	110.90	0.01
14.17	275.00	10.10	37.97	254.19	146.96	11.30	86.88	0.00
16.88	275.00	10.00	49.12	244.87	134.67	11.25	54.67	0.00
19.49	276.00	11.70	58.38	241.13	125.34	10.15	38.72	0.00
22.19	267.00	15.70	67.52	228.23	117.47	8.83	18.89	0.00
24.80	257.00	15.10	73.93	217.35	111.12	6.57	13.72	0.00
27.51	254.00	13.60	73.88	207.82	105.50	4.46	10.31	0.00
30.12	248.00	11.60	72.40	200.32	100.83	3.36	7.19	0.00
35.43	227.00	11.20	73.44	187.59	92.96	2.44	3.98	0.00
