# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
2.61	120.00	10.50	-9.43	126.45	0.00	4.15	351.81	0.00
3.50	148.00	7.50	-5.36	135.25	0.00	4.52	337.20	0.00
4.37	168.00	6.20	7.06	152.59	0.00	5.51	313.22	0.00
5.24	182.00	6.10	14.98	178.08	0.00	4.88	278.44	0.00
6.11	190.00	5.20	17.22	196.99	0.00	4.29	213.34	0.00
6.98	194.00	5.70	18.33	207.15	0.00	3.95	123.96	0.00
7.85	195.00	6.10	20.69	199.02	0.00	4.17	64.91	0.00
8.72	193.00	4.80	24.64	191.37	0.00	3.42	40.21	0.00
9.60	192.00	3.90	25.52	180.38	0.00	2.71	21.62	0.00
10.47	192.00	3.50	24.41	169.77	0.00	2.01	15.06	0.00
11.35	191.00	4.40	22.33	162.14	0.00	2.31	13.26	0.00
12.19	189.00	4.80	24.13	157.40	0.00	2.33	11.31	0.00
13.12	185.00	5.30	25.55	152.24	0.00	2.08	6.57	0.00
13.94	182.00	4.50	25.67	146.78	0.00	1.93	4.30	0.00
14.86	179.00	6.60	26.36	141.18	0.00	1.99	2.83	0.00
15.68	176.00	6.20	28.02	136.60	0.00	1.84	2.07	0.00
16.61	174.00	6.60	29.25	132.02	0.00	1.67	1.34	0.00
17.42	178.00	8.70	29.76	128.25	0.00	1.38	0.86	0.00
18.35	177.00	6.20	29.74	124.20	0.00	1.45	0.55	0.00
19.16	169.00	5.90	31.80	121.01	0.00	1.33	0.38	0.00
20.09	158.00	6.30	33.06	117.65	0.00	0.96	0.25	0.00
21.02	158.00	7.60	33.68	114.60	0.00	0.85	0.16	0.00
21.95	158.00	8.90	35.20	111.69	0.00	0.00	0.00	0.00
22.76	159.00	9.00	31.16	109.29	0.00	0.00	0.00	0.00
