# Distance = 1.33 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.26	6.10	1.60	-1.15	2.76	0.00	6.79	10.43	0.00
0.52	11.20	0.70	1.42	4.70	0.00	7.69	8.66	0.00
0.77	14.90	1.50	4.22	6.96	0.00	8.31	8.31	0.00
1.03	19.10	2.20	6.70	8.56	0.00	7.95	7.83	0.00
1.29	24.30	0.90	8.42	10.55	0.00	7.72	6.59	0.00
1.55	29.80	1.90	10.29	11.64	0.00	7.55	5.11	0.00
1.81	34.30	1.60	12.24	12.50	0.00	6.95	4.65	0.00
2.06	38.20	3.50	13.56	13.34	0.00	6.18	3.76	0.00
2.32	42.50	5.60	14.44	13.70	0.00	5.48	2.93	0.00
2.58	42.30	3.00	15.12	13.81	0.00	4.96	2.39	0.00
2.84	47.30	4.40	15.74	13.83	0.00	4.51	2.10	0.00
3.10	49.30	4.00	16.21	14.03	0.00	4.04	1.91	0.00
3.35	50.60	3.50	16.40	14.21	0.00	3.77	1.62	0.00
3.61	53.00	3.50	16.98	14.27	0.00	3.57	1.36	0.00
3.87	54.70	3.30	17.43	14.27	0.00	3.16	1.15	0.00
4.13	55.20	3.10	17.23	14.23	0.00	2.91	0.97	0.00
4.38	57.50	2.60	17.51	14.16	0.00	2.93	0.83	0.00
4.64	59.10	2.40	18.12	14.06	0.00	2.80	0.70	0.00
4.90	61.20	1.90	18.48	13.94	0.00	2.64	0.59	0.00
5.16	62.70	1.90	19.13	13.81	0.00	2.56	0.50	0.00
5.42	64.40	2.90	19.68	13.68	0.00	2.43	0.43	0.00
5.67	66.60	3.20	20.70	13.56	0.00	2.33	0.36	0.00
5.93	66.30	3.40	21.39	13.47	0.00	1.97	0.31	0.00
6.19	66.20	3.20	21.68	13.45	0.00	1.69	0.26	0.00
6.45	67.30	3.00	22.29	13.31	0.00	1.59	0.00	0.00
