# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.74	56.90	6.60	-5.93	57.54	0.00	3.72	98.90	0.00
2.61	87.40	4.80	-8.12	63.29	0.00	4.45	46.82	0.00
3.50	92.10	5.70	-7.64	60.99	0.00	5.88	24.53	0.00
4.37	93.50	5.20	8.10	59.04	0.00	6.62	17.42	0.00
5.24	98.20	4.40	14.54	57.55	0.00	6.11	11.69	0.00
6.11	99.70	4.40	16.91	56.38	0.00	6.03	10.25	0.00
6.98	102.00	3.50	21.26	55.95	0.00	6.33	7.82	0.00
7.85	107.00	4.40	26.05	55.50	0.00	5.25	5.78	0.00
8.72	108.00	4.40	26.82	54.28	0.00	4.65	3.82	0.00
9.60	110.00	4.40	28.43	52.53	0.00	4.65	2.70	0.00
10.47	113.00	4.40	31.76	51.19	0.00	4.21	1.88	0.00
11.35	110.00	5.20	33.90	49.53	0.00	3.46	1.10	0.00
12.19	108.00	5.70	34.86	47.73	0.00	2.98	0.58	0.00
13.12	109.00	8.60	36.02	45.65	0.00	2.35	0.00	0.00
13.94	108.00	9.80	36.32	43.35	0.00	1.86	0.00	0.00
14.86	108.00	9.80	36.24	41.42	0.00	1.36	0.00	0.00
15.68	109.00	12.30	35.88	39.98	0.00	1.06	0.00	0.00
