# Distance = 5.52 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.19	153.00	8.00	-1.67	24.45	233.17	5.83	1609.94	5052.70
0.56	130.00	9.00	-3.55	62.51	168.53	7.14	1346.02	485.78
0.94	128.00	3.00	-2.85	91.97	137.01	8.34	1105.63	4.79
1.22	134.00	3.00	2.32	109.52	120.39	8.20	984.97	0.11
1.59	129.00	4.00	-1.05	127.81	105.47	7.55	802.43	0.00
1.96	131.00	7.00	-4.31	138.39	94.99	7.93	679.40	0.00
2.34	138.00	8.00	-4.40	151.16	86.94	8.48	641.26	0.00
2.71	139.00	5.00	-2.81	166.49	80.79	9.00	529.81	0.00
2.99	143.00	3.00	3.36	170.49	76.91	9.31	471.62	0.00
3.37	146.00	2.00	7.11	176.98	72.44	9.66	404.45	0.00
3.74	154.00	2.00	9.98	180.59	68.77	9.84	348.88	0.00
4.12	161.00	1.00	12.44	184.18	65.52	9.95	319.37	0.00
4.40	167.00	2.00	14.17	187.77	63.40	10.01	300.02	0.00
4.77	173.00	2.00	16.33	192.93	60.89	10.03	267.87	0.00
5.15	176.00	4.00	18.36	197.87	58.60	10.07	241.97	0.00
5.52	178.00	5.00	20.56	204.42	56.60	10.17	207.99	0.00
5.89	180.00	3.00	23.18	204.94	54.80	10.30	141.70	0.00
6.17	179.00	4.00	25.77	201.40	53.54	10.39	126.19	0.00
6.55	180.00	5.00	29.09	200.72	51.96	9.67	123.94	0.00
6.92	181.00	4.00	30.77	201.26	50.55	8.81	98.46	0.00
7.30	179.00	4.00	31.94	198.27	49.22	8.19	72.51	0.00
7.58	179.00	2.00	32.68	194.95	48.30	7.81	60.13	0.00
7.95	179.00	1.00	33.81	189.76	47.17	7.40	49.35	0.00
8.33	178.00	1.00	34.93	184.89	46.08	6.68	46.41	0.00
8.70	177.00	2.00	35.13	182.62	45.09	5.99	46.83	0.00
9.08	176.00	2.00	34.98	181.15	44.13	5.42	41.04	0.00
9.36	173.00	3.00	34.30	179.73	43.47	5.04	35.55	0.00
9.73	172.00	2.00	33.50	177.15	42.63	4.95	30.10	0.00
10.10	172.00	2.00	33.04	174.55	41.85	4.81	25.97	0.00
10.48	170.00	2.00	32.38	171.94	41.08	4.76	22.33	0.00
10.76	171.00	2.00	32.03	170.00	40.54	4.85	19.90	0.00
11.13	174.00	2.00	32.15	167.44	39.86	5.05	17.13	0.00
11.51	174.00	2.00	33.09	164.82	39.20	5.28	14.62	0.00
11.88	175.00	2.00	34.53	162.30	38.58	5.29	12.58	0.00
12.26	174.00	2.00	35.53	159.76	37.98	5.24	10.77	0.00
12.54	173.00	6.00	36.62	157.91	37.55	5.37	9.59	0.00
12.91	173.00	6.00	39.06	155.52	37.01	5.33	8.27	0.00
13.29	173.00	8.00	41.35	153.12	36.48	4.97	7.06	0.00
13.66	175.00	9.00	42.86	150.84	35.98	4.37	6.08	0.00
14.03	174.00	9.00	42.91	148.62	35.50	3.74	5.22	0.00
14.31	171.00	9.00	42.58	146.98	35.16	3.46	4.65	0.00
14.69	167.00	8.00	42.06	144.82	34.70	3.26	3.99	0.00
15.06	165.00	7.00	42.18	142.77	34.27	3.19	3.42	0.00
15.44	163.00	8.00	42.44	140.74	33.84	2.95	2.94	0.00
15.72	162.00	8.00	42.30	139.28	33.54	2.78	2.61	0.00
16.09	161.00	9.00	42.10	137.41	33.15	2.65	2.25	0.00
16.47	159.00	10.00	42.04	135.55	32.77	2.58	1.93	0.00
16.84	158.00	10.00	42.32	133.80	32.41	2.51	1.65	0.00
17.21	157.00	10.00	42.66	132.11	32.06	2.41	1.42	0.00
17.50	157.00	10.00	42.96	130.83	31.79	2.32	1.26	0.00
17.87	157.00	9.00	43.44	129.25	31.46	2.21	1.09	0.00
18.24	160.00	11.00	44.02	127.72	31.14	2.03	0.93	0.00
18.62	159.00	12.00	44.45	126.22	30.82	1.80	0.80	0.00
18.90	160.00	14.00	44.53	125.17	30.59	1.60	0.71	0.00
19.27	158.00	16.00	44.20	123.86	30.30	1.36	0.61	0.00
19.65	155.00	18.00	43.78	122.67	30.00	1.19	0.52	0.00
20.02	157.00	19.00	43.30	121.02	29.72	1.05	0.00	0.00
20.40	154.00	21.00	42.78	119.46	29.44	0.94	0.00	0.00
