# Distance = 3.21 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.23	13.10	2.19	3.94	11.60	0.00	12.24	35.93	0.00
0.47	17.30	2.39	6.74	13.87	0.00	9.17	9.96	0.00
0.70	23.60	2.21	8.31	13.01	0.00	6.68	2.76	0.00
0.93	26.20	2.21	9.19	11.93	0.00	5.42	1.21	0.00
1.17	27.40	2.24	10.00	10.76	0.00	4.13	0.32	0.00
1.40	26.90	2.23	10.16	9.72	0.00	3.11	0.10	0.00
1.64	27.40	2.21	9.96	8.87	0.00	2.75	0.03	0.00
1.87	31.00	2.20	9.92	8.23	0.00	2.41	0.01	0.00
2.10	32.50	2.19	9.87	7.72	0.00	2.42	0.00	0.00
2.33	33.00	2.19	10.23	7.29	0.00	2.30	0.00	0.00
2.57	36.50	2.20	10.62	6.91	0.00	2.18	0.00	0.00
2.80	38.90	2.21	10.87	6.61	0.00	1.96	0.00	0.00
3.26	41.50	2.21	11.88	6.10	0.00	1.86	0.00	0.00
3.73	42.70	2.20	12.67	5.69	0.00	1.61	0.00	0.00
4.21	44.70	2.22	13.55	5.35	0.00	1.15	0.00	0.00
4.67	46.70	2.24	13.87	5.08	0.00	0.92	0.00	0.00
5.14	48.50	2.27	13.86	4.83	0.00	0.69	0.00	0.00
5.61	50.00	2.32	13.75	4.63	0.00	0.46	0.00	0.00
6.07	50.20	2.40	13.19	4.44	0.00	0.35	0.00	0.00
6.54	50.10	2.57	13.19	4.28	0.00	0.23	0.00	0.00
7.00	51.60	3.24	13.12	4.14	0.00	0.12	0.00	0.00
