# Distance = 14.4 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.63	265.00	15.00	-0.59	39.70	345.22	0.63	482.94	6648.99
1.72	250.00	15.00	-2.11	81.63	298.99	0.64	314.38	709.44
2.79	233.00	7.29	-3.59	104.82	255.24	0.73	206.27	199.44
3.91	230.00	6.45	-4.69	118.95	225.30	0.90	132.93	74.66
5.03	228.00	5.37	-3.20	122.96	203.41	1.07	76.78	26.96
6.14	228.00	5.16	1.35	120.01	186.27	1.10	47.70	9.82
7.26	227.00	5.94	-2.03	115.87	172.25	1.19	31.38	3.55
8.37	226.00	3.00	4.96	113.49	160.83	1.43	22.99	1.29
9.50	223.00	3.92	10.05	109.97	151.12	1.54	14.94	0.47
10.65	219.00	2.90	14.60	105.98	142.79	1.44	9.90	0.16
11.74	216.00	2.55	16.76	102.02	136.04	1.15	6.36	0.06
12.82	214.00	2.55	17.10	97.83	130.19	0.85	4.05	0.02
14.01	214.00	3.07	15.57	93.27	124.54	0.82	2.46	0.01
15.09	214.00	3.61	18.08	89.43	120.01	1.02	1.62	0.00
16.18	214.00	4.46	20.92	85.92	115.89	0.73	1.06	0.00
17.36	214.00	5.07	21.00	82.47	111.88	0.48	0.66	0.00
18.44	214.00	4.78	20.96	79.67	108.55	0.34	0.43	0.00
19.53	214.00	4.87	20.41	77.33	105.49	0.18	0.00	0.00
