# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
3.50	102.00	7.00	-7.94	138.61	0.00	4.49	367.95	0.00
5.24	125.00	6.10	-8.67	164.28	0.00	5.63	200.43	0.00
6.98	145.00	4.90	9.16	178.21	0.00	6.80	156.27	0.00
8.72	164.00	3.90	20.74	182.80	0.00	6.69	66.34	0.00
10.47	162.00	4.80	26.63	173.64	0.00	6.17	42.03	0.00
12.19	160.00	4.80	31.67	166.59	0.00	6.14	26.80	0.00
13.94	156.00	4.80	39.29	159.51	0.00	5.58	15.65	0.00
16.03	146.00	4.85	45.34	148.15	0.00	3.77	6.69	0.00
22.30	158.00	4.90	41.62	124.31	0.00	0.86	1.41	0.00
27.52	168.00	10.60	38.51	109.61	0.00	0.25	0.29	0.00
30.08	169.00	10.60	34.65	104.07	0.00	0.00	0.14	0.00
32.52	167.00	15.20	32.30	99.61	0.00	0.00	0.00	0.00
