# Distance = 9.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.67	43.80	10.90	-1.22	59.05	0.00	6.46	523.63	0.00
1.32	64.20	7.71	-3.24	75.27	0.00	6.53	311.01	0.00
1.97	73.30	8.62	-3.78	87.93	0.00	7.55	231.92	0.00
2.62	84.20	8.40	6.30	95.89	0.00	8.29	182.62	0.00
3.28	96.20	5.67	11.17	105.30	0.00	7.89	154.46	0.00
3.93	102.00	4.79	13.01	113.75	0.00	7.39	114.97	0.00
4.58	104.00	5.67	14.25	116.15	0.00	7.40	74.78	0.00
5.22	106.00	5.37	16.54	115.06	0.00	7.40	58.13	0.00
5.90	106.00	5.24	18.98	113.94	0.00	7.10	42.84	0.00
6.54	108.00	5.22	20.83	111.28	0.00	6.99	31.35	0.00
7.19	111.00	4.68	23.01	108.51	0.00	6.68	28.21	0.00
7.87	114.00	4.61	24.67	108.42	0.00	6.35	23.81	0.00
8.51	116.00	4.47	25.66	108.44	0.00	6.00	17.54	0.00
9.16	117.00	5.22	26.59	106.57	0.00	6.09	10.86	0.00
9.84	118.00	5.22	29.19	102.30	0.00	6.03	5.62	0.00
10.48	120.00	4.50	31.69	97.88	0.00	5.69	4.16	0.00
11.13	121.00	3.62	33.42	94.30	0.00	5.18	2.93	0.00
11.78	122.00	3.17	34.13	91.05	0.00	4.70	2.23	0.00
12.43	122.00	2.74	34.34	88.12	0.00	4.45	1.71	0.00
13.08	122.00	3.18	35.03	85.56	0.00	4.38	1.35	0.00
13.73	123.00	3.56	36.43	83.19	0.00	4.21	1.01	0.00
14.38	124.00	4.31	37.65	80.97	0.00	3.91	0.74	0.00
15.03	124.00	4.76	38.33	78.87	0.00	3.68	0.55	0.00
15.68	123.00	5.23	39.26	76.90	0.00	3.54	0.40	0.00
16.33	123.00	5.66	40.54	75.07	0.00	3.33	0.29	0.00
16.98	123.00	5.62	41.61	73.35	0.00	3.06	0.21	0.00
17.72	121.00	5.67	42.79	71.52	0.00	2.82	0.15	0.00
18.28	122.00	6.32	43.82	70.23	0.00	2.53	0.12	0.00
19.02	122.00	6.35	44.69	68.63	0.00	2.13	0.08	0.00
19.67	121.00	5.86	45.10	67.32	0.00	1.77	0.06	0.00
20.32	120.00	5.94	45.15	66.10	0.00	1.43	0.04	0.00
20.97	119.00	6.13	44.95	64.93	0.00	1.12	0.00	0.00
