# Distance = 16.9 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.28	168.00	49.70	0.36	42.20	211.56	2.95	2455.96	12097.58
0.37	187.00	40.20	0.53	54.02	220.85	2.96	2366.93	9071.84
0.47	204.00	26.90	0.72	66.36	227.40	2.96	2271.79	7025.23
0.56	218.00	23.50	0.87	76.81	231.50	2.96	2189.44	5778.11
0.65	232.00	8.63	1.01	86.69	234.01	2.96	2110.07	4930.85
0.75	243.00	4.97	1.17	97.07	236.69	2.96	2025.25	4308.68
0.84	253.00	3.65	1.30	105.90	240.47	2.96	1951.84	3831.00
0.93	262.00	2.86	1.44	114.29	245.03	2.97	1881.09	3289.15
1.03	269.00	3.80	1.63	123.11	249.19	2.97	1805.48	2710.31
1.12	275.00	5.39	1.79	130.64	251.82	2.97	1740.03	2281.17
1.21	280.00	5.01	1.93	137.79	253.43	2.97	1676.95	1896.93
1.30	284.00	10.00	2.08	144.60	253.93	2.97	1616.16	1591.52
1.41	287.00	6.59	2.26	152.47	253.45	2.97	1544.84	1300.30
1.50	289.00	3.56	2.40	158.56	252.44	2.97	1488.85	1111.18
1.59	290.00	6.13	2.53	164.36	251.04	2.97	1434.87	947.25
1.68	291.00	10.20	2.67	169.88	249.18	2.97	1382.86	815.68
1.78	292.00	8.61	2.83	175.69	246.75	2.97	1327.26	702.47
1.87	292.00	11.20	2.95	180.66	244.32	2.96	1279.15	628.74
1.96	291.00	5.15	3.04	185.38	241.92	2.96	1232.78	572.76
2.05	291.00	4.92	3.13	189.88	239.71	2.96	1188.09	519.08
2.16	291.00	9.32	3.25	195.07	237.06	2.96	1135.66	458.42
2.25	290.00	7.19	3.33	199.09	234.93	2.96	1094.49	420.15
2.34	290.00	12.20	3.40	202.91	232.89	2.96	1054.80	389.55
2.43	290.00	7.94	3.44	206.54	231.12	2.95	1016.61	360.37
2.46	290.00	5.16	3.43	207.71	230.63	2.95	1004.15	346.65
2.53	290.00	3.56	3.42	210.36	229.44	2.96	975.69	317.07
2.62	290.00	3.79	3.44	213.61	227.90	2.97	940.34	283.46
2.71	290.00	5.65	3.46	216.71	226.55	2.99	906.26	244.45
2.80	290.00	9.38	3.51	219.64	225.09	3.00	873.37	204.32
2.99	290.00	10.60	3.58	225.36	221.46	3.04	807.89	139.93
3.28	291.00	15.30	3.86	233.01	215.11	3.11	716.23	77.11
3.74	292.00	18.80	3.96	241.63	204.42	3.27	581.87	29.88
3.83	292.00	15.20	4.10	242.91	202.36	3.31	560.67	24.89
4.02	292.00	19.80	4.51	245.40	198.15	3.42	516.93	16.81
4.09	292.00	2.40	4.69	246.19	196.62	3.47	500.74	14.54
4.12	292.00	9.00	4.78	246.50	195.97	3.49	493.88	13.67
4.30	291.00	8.71	5.40	248.01	192.16	3.60	453.79	9.51
4.39	291.00	7.92	5.77	248.55	190.25	3.68	435.97	7.86
4.49	291.00	8.84	6.25	249.04	188.24	3.75	417.35	6.39
4.58	290.00	4.20	6.71	249.40	186.48	3.82	401.66	5.31
4.87	289.00	10.60	8.56	250.15	181.04	4.08	356.31	2.93
4.91	288.00	2.26	8.87	250.21	180.31	4.11	350.52	2.69
4.96	288.00	6.97	9.28	250.26	179.41	4.14	343.49	2.43
5.05	287.00	3.23	9.96	250.31	177.88	4.18	331.38	2.02
5.14	287.00	10.20	10.61	250.33	176.33	4.22	319.97	1.69
5.24	286.00	10.30	11.32	250.30	174.68	4.27	307.99	1.37
5.33	286.00	17.80	11.96	250.25	173.23	4.30	297.78	1.14
5.42	285.00	11.40	12.58	250.17	171.83	4.32	288.19	0.94
5.51	285.00	12.00	13.21	250.09	170.39	4.36	279.23	0.78
5.61	284.00	4.03	13.90	250.01	168.90	4.38	270.01	0.64
5.71	284.00	4.73	14.59	249.97	167.49	4.40	261.54	0.52
5.80	283.00	6.44	15.22	249.94	166.22	4.42	253.28	0.43
5.89	283.00	4.96	15.86	249.90	164.93	4.44	245.26	0.36
5.98	283.00	5.37	16.53	249.84	163.71	4.45	237.48	0.30
6.08	283.00	11.00	17.28	249.76	162.34	4.46	229.11	0.24
6.15	283.00	1.14	17.83	249.70	161.44	4.46	223.42	0.21
6.17	283.00	17.30	17.99	249.68	161.19	4.45	221.83	0.20
6.26	283.00	7.94	18.68	249.58	160.00	4.42	214.79	0.17
6.35	283.00	18.30	19.35	249.48	158.86	4.37	207.63	0.14
6.73	284.00	10.50	21.87	248.64	154.26	4.11	178.26	0.06
6.83	284.00	9.37	22.49	248.29	153.14	4.01	170.86	0.05
6.92	285.00	12.90	23.01	247.92	152.15	3.92	164.37	0.04
7.37	288.00	1.24	25.19	245.56	147.41	3.34	136.76	0.02
8.60	297.00	2.13	27.72	235.07	136.47	1.61	77.68	0.00
9.83	305.00	5.07	27.72	222.03	127.66	0.55	54.07	0.00
