# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.74	54.70	8.30	-3.06	54.60	0.00	5.03	87.38	0.00
3.50	85.40	7.00	5.41	60.99	0.00	6.24	40.35	0.00
5.24	93.80	6.20	15.68	63.35	0.00	6.44	24.68	0.00
6.98	98.70	5.20	22.50	65.53	0.00	5.42	17.76	0.00
8.72	103.00	5.20	25.89	67.30	0.00	4.73	10.78	0.00
10.47	107.00	5.20	30.07	67.43	0.00	4.30	5.97	0.00
12.19	109.00	5.20	34.89	63.85	0.00	3.31	2.63	0.00
13.94	108.00	7.40	36.91	58.80	0.00	1.98	0.97	0.00
15.68	108.00	7.40	35.69	54.78	0.00	1.16	0.45	0.00
16.61	108.00	7.40	34.90	53.15	0.00	0.88	0.00	0.00
