# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.87	39.60	4.90	-4.14	48.19	0.00	4.86	254.81	0.00
1.74	73.00	5.20	4.98	61.14	0.00	4.75	156.18	0.00
2.61	89.40	6.60	6.76	74.21	0.00	5.49	134.66	0.00
3.50	102.00	5.30	11.81	83.60	0.00	5.19	89.27	0.00
4.37	110.00	4.40	14.84	88.17	0.00	5.09	79.83	0.00
5.24	116.00	4.40	18.43	99.32	0.00	4.76	68.87	0.00
6.11	123.00	4.40	21.73	106.40	0.00	4.28	37.78	0.00
6.98	130.00	3.90	24.82	102.57	0.00	3.61	19.69	0.00
7.85	134.00	6.10	26.73	97.07	0.00	2.47	11.87	0.00
8.72	134.00	4.90	26.54	92.39	0.00	1.83	8.09	0.00
