# Distance = 9.91 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.92	234.00	12.00	-4.82	121.55	254.98	0.80	2850.07	1353.62
2.32	192.00	12.00	-9.63	280.89	185.98	2.51	1970.54	19.18
3.24	212.00	6.30	-10.43	325.46	158.37	3.37	904.93	1.73
4.17	223.00	4.41	-10.61	311.08	139.66	3.87	398.34	0.15
5.10	222.00	4.01	-10.59	294.05	126.35	4.27	271.63	0.01
6.03	224.00	3.85	-10.62	280.88	116.30	4.81	183.28	0.00
6.96	224.00	3.23	-8.74	272.01	108.06	5.47	131.67	0.00
7.89	226.00	3.40	5.09	260.58	101.60	6.00	102.27	0.00
8.80	226.00	3.21	14.04	254.58	96.17	6.65	60.87	0.00
9.73	227.00	2.75	23.09	241.44	91.46	6.91	35.23	0.00
10.64	227.00	2.65	28.97	231.64	87.46	6.34	35.29	0.00
11.58	224.00	2.35	31.55	224.45	83.84	6.04	17.47	0.00
12.52	220.00	2.43	38.04	213.55	80.63	5.83	15.20	0.00
13.46	218.00	2.30	41.93	208.03	77.76	4.62	12.53	0.00
14.40	217.00	2.77	44.57	200.94	75.18	3.55	6.77	0.00
15.33	216.00	4.43	44.59	193.94	72.86	2.21	4.92	0.00
16.27	210.00	4.47	42.46	188.18	70.73	1.53	3.39	0.00
17.11	208.00	4.35	40.69	182.71	68.97	1.22	0.00	0.00
