# Distance = 3.61 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.11	9.10	8.50	0.30	27.25	0.00	8.10	1208.98	0.00
0.14	17.60	7.40	0.39	29.90	0.00	8.11	1005.64	0.00
0.17	19.30	7.40	0.48	32.33	0.00	8.11	927.70	0.00
0.21	24.80	6.40	0.61	35.64	0.00	8.13	855.59	0.00
0.24	30.00	7.20	0.71	37.95	0.00	8.14	779.54	0.00
0.28	35.00	7.30	0.85	40.68	0.00	8.15	719.48	0.00
0.32	38.30	7.60	0.99	43.17	0.00	8.16	673.21	0.00
0.35	42.70	8.80	1.09	45.05	0.00	8.17	639.89	0.00
0.39	47.00	5.30	1.23	47.32	0.00	8.18	592.88	0.00
0.42	49.80	5.60	1.34	48.88	0.00	8.19	570.71	0.00
0.46	52.20	6.20	1.48	50.98	0.00	8.21	547.08	0.00
0.49	53.40	6.30	1.58	52.57	0.00	8.21	532.24	0.00
0.53	54.60	5.90	1.73	54.77	0.00	8.23	510.29	0.00
0.56	55.50	6.90	1.83	56.21	0.00	8.24	470.53	0.00
0.60	55.90	7.50	1.97	57.54	0.00	8.25	435.19	0.00
0.63	58.30	7.40	2.08	58.52	0.00	8.26	427.73	0.00
0.66	59.30	6.30	2.18	59.57	0.00	8.27	418.40	0.00
0.70	59.50	6.70	2.32	61.09	0.00	8.28	407.70	0.00
0.87	59.10	5.10	2.86	66.42	0.00	8.37	332.63	0.00
1.05	62.60	5.50	3.58	69.98	0.00	8.56	278.38	0.00
1.22	65.60	4.80	4.48	72.62	0.00	8.79	246.30	0.00
1.40	70.70	4.60	5.73	75.66	0.00	9.02	231.32	0.00
1.57	73.90	4.00	6.93	79.12	0.00	9.14	213.33	0.00
1.75	78.50	4.20	8.20	82.85	0.00	9.23	201.89	0.00
1.92	82.40	4.60	9.39	87.68	0.00	9.30	189.35	0.00
2.10	87.10	4.90	10.67	92.48	0.00	9.34	166.62	0.00
2.27	89.60	5.40	11.88	96.05	0.00	9.35	136.43	0.00
2.45	94.90	5.70	13.16	96.53	0.00	9.36	101.10	0.00
2.62	98.10	5.00	14.43	96.07	0.00	9.38	91.89	0.00
2.79	99.30	5.70	15.83	96.33	0.00	9.41	81.24	0.00
2.97	98.60	7.20	17.53	96.74	0.00	9.38	70.11	0.00
3.16	101.00	8.70	19.29	96.55	0.00	9.04	55.69	0.00
3.33	103.00	9.40	20.67	95.62	0.00	8.59	46.58	0.00
3.51	107.00	9.10	21.82	94.49	0.00	8.05	39.61	0.00
3.68	114.00	7.40	22.78	93.38	0.00	7.58	34.08	0.00
3.85	112.00	8.10	23.61	92.34	0.00	7.08	29.83	0.00
4.03	114.00	7.60	24.30	91.20	0.00	6.54	24.84	0.00
4.20	116.00	7.20	24.84	89.87	0.00	6.10	20.34	0.00
4.38	114.00	7.80	25.33	88.23	0.00	5.64	17.27	0.00
4.73	114.00	11.40	26.02	85.58	0.00	4.88	14.11	0.00
5.25	109.00	9.90	26.90	82.48	0.00	3.98	8.84	0.00
5.78	107.00	12.60	27.80	77.63	0.00	3.10	3.77	0.00
6.30	105.00	12.50	27.98	74.22	0.00	2.13	4.92	0.00
6.82	101.00	5.20	27.40	71.98	0.00	1.38	2.59	0.00
7.35	94.50	4.60	26.36	69.15	0.00	0.87	1.70	0.00
7.87	90.80	6.10	25.16	67.01	0.00	0.58	0.00	0.00
