# Distance = 4.65 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.34	38.80	3.69	2.70	26.39	0.00	11.17	238.98	0.00
0.68	50.10	3.69	5.68	37.83	0.00	11.00	112.18	0.00
1.02	60.20	3.69	8.39	42.81	0.00	10.38	73.36	0.00
1.36	68.20	3.69	10.87	44.72	0.00	9.48	39.93	0.00
1.69	72.80	3.69	12.57	44.48	0.00	8.61	26.64	0.00
2.03	75.30	3.69	14.14	43.79	0.00	8.08	15.04	0.00
2.37	76.60	3.69	16.12	41.96	0.00	7.59	9.41	0.00
2.70	77.60	3.69	17.83	40.16	0.00	6.67	6.68	0.00
3.05	78.50	3.69	19.00	38.65	0.00	5.79	4.66	0.00
3.38	78.20	3.69	19.90	37.20	0.00	5.19	3.37	0.00
3.72	78.80	3.69	20.96	35.83	0.00	4.58	2.35	0.00
4.06	79.20	3.69	21.82	34.50	0.00	3.76	1.64	0.00
4.39	79.20	3.69	22.06	33.26	0.00	3.02	1.17	0.00
4.74	79.20	3.69	21.73	32.03	0.00	2.37	0.81	0.00
5.08	78.80	3.69	21.05	30.91	0.00	1.97	0.57	0.00
5.41	78.50	3.69	20.41	29.90	0.00	1.88	0.40	0.00
5.75	80.10	3.69	20.32	28.93	0.00	1.86	0.28	0.00
6.09	80.10	3.69	20.47	28.03	0.00	1.73	0.20	0.00
6.42	80.10	3.69	20.49	27.21	0.00	1.55	0.14	0.00
6.77	80.10	3.69	20.46	26.42	0.00	1.46	0.10	0.00
7.11	79.80	3.69	20.62	25.70	0.00	1.36	0.07	0.00
7.44	79.80	3.69	20.84	25.05	0.00	1.23	0.05	0.00
7.78	79.50	3.69	20.95	24.43	0.00	1.08	0.03	0.00
8.12	79.50	3.69	20.86	23.86	0.00	0.91	0.02	0.00
8.46	78.80	3.69	20.70	23.32	0.00	0.83	0.02	0.00
8.80	77.90	3.69	20.60	22.82	0.00	0.73	0.01	0.00
9.13	77.20	3.69	20.38	22.36	0.00	0.62	0.01	0.00
9.47	77.60	3.69	20.14	21.92	0.00	0.57	0.01	0.00
9.77	76.60	3.69	20.01	21.56	0.00	0.53	0.00	0.00
10.15	77.60	3.69	20.01	21.12	0.00	0.47	0.00	0.00
