# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.87	20.90	4.70	3.68	19.24	0.00	5.73	68.02	0.00
1.74	36.40	3.90	7.83	32.88	0.00	5.29	56.39	0.00
2.61	43.40	3.90	10.70	42.37	0.00	4.54	36.37	0.00
3.50	51.20	4.70	12.02	46.90	0.00	3.86	25.35	0.00
4.37	59.70	3.90	13.09	50.11	0.00	4.01	17.79	0.00
5.24	64.50	4.40	16.26	50.79	0.00	3.85	11.52	0.00
6.11	67.90	3.90	19.01	49.79	0.00	3.41	7.62	0.00
6.55	72.80	7.30	20.04	49.26	0.00	3.18	6.38	0.00
6.98	70.30	6.10	21.00	48.74	0.00	2.96	5.35	0.00
7.85	73.70	6.10	22.68	47.48	0.00	2.47	3.71	0.00
8.72	77.60	6.10	23.62	46.18	0.00	1.92	2.54	0.00
9.16	79.10	7.30	23.69	45.43	0.00	1.72	2.07	0.00
