# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
5.49	198.00	10.00	-14.42	186.79	108.11	5.33	258.72	6.53
6.17	195.00	5.00	3.89	197.39	102.70	5.64	211.17	3.26
6.92	194.00	4.00	14.89	203.15	97.43	5.33	152.63	1.51
7.69	195.00	3.00	20.31	205.93	92.74	4.74	114.26	0.69
8.36	195.00	3.00	22.77	205.71	88.92	4.19	79.51	0.35
9.12	195.00	3.00	24.87	202.73	85.21	3.60	49.71	0.16
9.88	192.00	7.00	26.16	195.42	81.90	3.04	20.91	0.07
10.56	188.00	8.00	26.50	185.43	79.23	2.57	9.67	0.04
11.31	186.00	7.00	26.37	175.65	76.58	2.28	4.66	0.02
12.08	186.00	6.00	26.58	166.93	74.10	2.11	2.88	0.01
12.77	186.00	5.00	26.95	160.26	72.07	1.97	1.80	0.00
13.47	185.00	6.00	27.71	154.53	70.18	1.84	1.31	0.00
14.17	180.00	10.00	28.47	149.42	68.41	1.65	0.82	0.00
14.98	163.00	8.00	29.20	144.14	66.54	1.38	0.43	0.00
15.68	162.00	6.00	29.34	140.02	65.04	1.10	0.22	0.00
16.37	164.00	5.00	28.92	136.15	63.66	0.90	0.00	0.00
17.19	166.00	5.00	28.18	132.05	62.12	0.71	0.00	0.00
17.88	166.00	5.00	27.39	128.94	60.91	0.59	0.00	0.00
18.58	166.00	5.00	26.46	126.03	59.75	0.52	0.00	0.00
19.39	166.00	5.00	25.47	122.94	58.49	0.49	0.00	0.00
20.09	168.00	5.00	25.02	120.46	57.46	0.48	0.00	0.00
20.79	172.00	5.00	24.50	118.14	56.49	0.46	0.00	0.00
21.48	173.00	5.00	23.82	115.99	55.57	0.46	0.00	0.00
22.30	171.00	5.00	23.44	113.60	54.54	0.50	0.00	0.00
22.99	170.00	5.00	23.52	111.70	53.72	0.52	0.00	0.00
23.69	172.00	5.00	23.76	109.88	52.92	0.54	0.00	0.00
24.39	173.00	5.00	24.33	108.15	52.15	0.57	0.00	0.00
25.20	176.00	5.00	25.84	106.25	51.31	0.57	0.00	0.00
25.90	178.00	5.00	26.89	104.70	50.61	0.46	0.00	0.00
26.59	180.00	6.00	26.90	103.23	49.95	0.35	0.00	0.00
27.41	180.00	8.00	26.62	101.57	49.19	0.25	0.00	0.00
28.10	180.00	5.00	26.20	100.23	48.59	0.19	0.00	0.00
28.80	180.00	5.00	25.73	98.93	47.99	0.15	0.00	0.00
29.61	178.00	5.00	25.21	97.49	47.33	0.12	0.00	0.00
30.31	174.00	5.00	24.88	96.30	46.78	0.09	0.00	0.00
31.01	170.00	10.00	24.64	95.15	46.25	0.07	0.00	0.00
