# Distance = 51.8 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.26	21.70	10.00	4.07	11.40	0.00	3.35	12.58	0.00
2.51	40.30	10.00	7.61	17.22	0.00	3.04	5.69	0.00
3.78	57.70	7.00	10.54	19.14	0.00	2.68	4.01	0.00
5.03	68.50	7.00	12.98	18.51	0.00	2.36	1.60	0.00
6.29	73.50	7.00	15.32	20.41	0.00	2.06	1.58	0.00
7.54	78.50	5.00	17.60	20.51	0.00	1.70	0.60	0.00
8.80	83.10	6.00	19.30	18.68	0.00	1.25	0.21	0.00
