# Distance = 12.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.58	31.30	6.30	-1.67	21.29	0.00	5.69	74.43	0.00
1.16	54.80	5.80	2.73	29.30	0.00	6.38	33.54	0.00
1.74	61.10	4.10	5.40	30.73	0.00	5.98	20.04	0.00
2.33	63.90	4.10	7.14	31.74	0.00	6.92	12.26	0.00
2.91	67.20	4.10	12.24	31.59	0.00	6.76	9.13	0.00
3.49	70.40	3.60	14.38	31.88	0.00	5.42	6.41	0.00
4.07	73.70	3.60	13.83	32.03	0.00	5.70	4.89	0.00
4.65	78.00	4.10	16.60	31.15	0.00	6.08	2.35	0.00
5.23	80.80	4.10	20.16	29.69	0.00	5.74	1.84	0.00
5.81	80.50	3.60	22.70	28.72	0.00	5.36	1.29	0.00
6.40	81.30	3.60	25.13	27.63	0.00	4.82	0.86	0.00
6.98	82.10	4.60	27.28	26.57	0.00	4.29	0.58	0.00
7.62	82.80	4.60	29.45	25.45	0.00	3.39	0.38	0.00
8.28	84.90	5.50	29.85	24.38	0.00	2.18	0.24	0.00
8.90	84.30	5.50	28.14	23.46	0.00	1.58	0.16	0.00
9.52	83.20	7.00	28.13	22.67	0.00	1.70	0.11	0.00
10.22	80.10	10.80	28.73	21.63	0.00	1.16	0.00	0.00
