# Distance = 7.3 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.21	17.40	6.51	1.70	18.51	0.00	9.78	410.75	0.00
0.32	31.00	8.86	2.51	25.65	0.00	9.65	307.43	0.00
0.43	36.10	8.16	3.29	29.58	0.00	9.51	268.58	0.00
0.54	46.00	8.52	4.03	33.95	0.00	9.37	241.26	0.00
0.64	58.00	6.90	4.69	36.83	0.00	9.25	222.69	0.00
0.74	63.40	9.55	5.32	39.62	0.00	9.13	212.03	0.00
0.85	71.90	8.52	6.01	43.12	0.00	8.99	206.10	0.00
0.96	76.40	6.82	6.67	46.76	0.00	8.86	191.46	0.00
1.07	78.10	6.65	7.32	50.03	0.00	8.72	179.91	0.00
1.17	80.50	6.14	7.89	52.78	0.00	8.60	167.35	0.00
1.28	82.80	5.80	8.51	55.68	0.00	8.46	159.14	0.00
1.38	85.60	6.48	9.06	58.41	0.00	8.34	150.35	0.00
1.48	88.00	7.50	9.61	61.04	0.00	8.22	139.46	0.00
1.59	92.00	8.52	10.19	63.56	0.00	8.08	125.67	0.00
1.70	92.40	8.52	10.77	65.56	0.00	7.95	111.41	0.00
1.80	95.10	9.20	11.28	66.92	0.00	7.83	99.69	0.00
1.91	96.50	8.52	11.83	68.01	0.00	7.69	87.79	0.00
2.02	101.00	8.86	12.38	68.67	0.00	7.55	77.06	0.00
2.13	99.90	9.55	12.92	68.99	0.00	7.42	68.97	0.00
2.23	103.00	8.18	13.40	69.25	0.00	7.30	63.99	0.00
2.34	104.00	8.52	13.93	69.57	0.00	7.16	57.94	0.00
2.44	107.00	9.20	14.40	69.72	0.00	7.04	52.31	0.00
2.54	107.00	9.55	14.87	69.71	0.00	6.92	47.47	0.00
2.65	106.00	11.20	15.39	69.63	0.00	6.78	43.16	0.00
2.76	107.00	11.20	15.90	69.55	0.00	6.65	39.28	0.00
7.07	104.00	3.11	23.29	52.20	0.00	1.12	1.70	0.00
8.49	106.00	2.55	21.61	47.18	0.00	0.48	0.49	0.00
9.91	109.00	4.95	19.82	43.10	0.00	0.15	0.19	0.00
11.27	110.00	2.83	18.24	40.04	0.00	0.06	0.00	0.00
