# Distance = 3.16 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.16	24.50	2.83	0.85	23.27	0.00	8.43	1105.79	0.00
0.26	35.30	2.46	1.31	35.48	0.00	8.34	1006.36	0.00
0.36	43.20	1.12	1.72	47.01	0.00	8.25	938.26	0.00
0.46	52.00	1.25	2.08	56.67	0.00	8.16	789.78	0.00
0.56	60.90	2.93	2.38	63.82	0.00	8.06	624.65	0.00
0.66	65.80	1.25	2.60	67.61	0.00	7.96	511.64	0.00
0.76	71.70	1.25	2.73	70.85	0.00	7.91	469.31	0.00
0.86	74.60	1.60	2.87	72.88	0.00	7.90	402.53	0.00
0.96	74.60	1.03	3.06	74.88	0.00	7.93	381.19	0.00
1.06	76.60	1.12	3.37	76.97	0.00	7.98	359.63	0.00
1.16	78.50	1.60	3.72	79.32	0.00	7.96	345.41	0.00
1.27	83.40	1.80	4.07	82.35	0.00	7.93	332.26	0.00
1.36	86.40	1.60	4.31	85.01	0.00	7.90	317.57	0.00
1.47	87.40	1.41	4.55	88.03	0.00	7.85	297.25	0.00
1.57	90.30	1.41	4.72	90.89	0.00	7.81	286.72	0.00
1.67	93.30	1.60	4.81	93.90	0.00	7.77	271.01	0.00
1.77	93.30	1.41	4.79	96.75	0.00	7.73	252.38	0.00
1.87	95.20	1.25	4.73	99.23	0.00	7.76	231.06	0.00
1.97	97.20	1.60	4.68	101.32	0.00	7.80	214.50	0.00
2.08	99.10	2.02	4.70	103.78	0.00	7.89	203.15	0.00
2.18	98.20	2.02	4.78	105.94	0.00	7.95	177.77	0.00
2.28	98.20	1.60	4.86	106.77	0.00	8.02	143.26	0.00
2.37	98.20	1.00	4.93	106.26	0.00	8.09	125.45	0.00
2.47	97.20	1.12	4.96	105.47	0.00	8.19	115.50	0.00
2.57	98.20	1.41	5.09	104.99	0.00	8.35	108.64	0.00
2.68	98.20	1.12	5.46	104.41	0.00	8.57	99.02	0.00
2.78	98.20	1.60	6.06	103.78	0.00	8.80	91.66	0.00
2.88	99.10	2.69	6.88	103.11	0.00	9.01	86.76	0.00
2.98	100.00	2.69	7.82	102.59	0.00	9.22	83.79	0.00
3.08	102.00	3.16	8.90	102.38	0.00	9.44	81.80	0.00
3.19	101.00	3.40	10.27	102.37	0.00	9.61	78.36	0.00
3.29	101.00	3.40	11.46	102.48	0.00	9.67	75.36	0.00
3.39	103.00	2.93	12.56	102.73	0.00	9.67	71.99	0.00
3.49	107.00	2.46	13.53	102.99	0.00	9.62	67.49	0.00
3.59	110.00	2.46	14.42	103.14	0.00	9.58	62.39	0.00
3.69	112.00	3.40	15.26	103.09	0.00	9.52	56.77	0.00
3.79	114.00	5.10	16.04	102.85	0.00	9.44	52.43	0.00
3.90	118.00	5.10	16.83	102.49	0.00	9.36	47.97	0.00
3.99	118.00	4.85	17.47	102.12	0.00	9.31	44.58	0.00
4.47	118.00	5.36	20.90	99.44	0.00	8.71	31.94	0.00
4.97	121.00	2.57	22.76	97.00	0.00	7.65	24.17	0.00
5.47	124.00	0.22	23.87	94.38	0.00	7.08	15.97	0.00
5.96	125.00	0.88	24.56	91.19	0.00	6.51	11.31	0.00
6.46	126.00	0.45	25.05	88.01	0.00	6.28	7.90	0.00
6.96	126.00	0.55	26.08	84.90	0.00	6.27	5.51	0.00
7.45	126.00	0.45	27.83	81.98	0.00	5.99	3.88	0.00
7.95	126.00	0.24	28.89	79.15	0.00	5.65	2.71	0.00
8.45	127.00	1.45	30.38	76.49	0.00	5.47	1.90	0.00
8.94	128.00	1.12	31.85	74.06	0.00	5.09	1.34	0.00
9.44	128.00	1.68	32.99	71.75	0.00	4.69	0.93	0.00
9.94	127.00	2.56	33.88	69.61	0.00	4.31	0.65	0.00
10.43	127.00	1.24	34.77	67.67	0.00	4.08	0.46	0.00
10.93	128.00	0.21	36.06	65.83	0.00	3.65	0.32	0.00
11.43	130.00	1.13	36.48	64.12	0.00	3.17	0.22	0.00
11.92	130.00	2.23	36.81	62.57	0.00	2.84	0.16	0.00
12.42	132.00	2.68	37.13	61.10	0.00	2.54	0.11	0.00
12.92	133.00	2.68	37.66	59.73	0.00	2.19	0.08	0.00
13.42	133.00	3.37	37.50	58.45	0.00	1.74	0.05	0.00
13.91	133.00	3.81	36.83	57.28	0.00	1.50	0.04	0.00
14.41	133.00	2.56	36.54	56.16	0.00	1.35	0.03	0.00
14.91	134.00	0.56	36.38	55.10	0.00	1.15	0.02	0.00
15.40	134.00	0.79	36.09	54.13	0.00	0.97	0.01	0.00
15.90	133.00	0.67	35.71	53.19	0.00	0.79	0.01	0.00
16.40	134.00	2.35	35.25	52.30	0.00	0.63	0.01	0.00
16.89	134.00	4.13	34.68	51.47	0.00	0.49	0.00	0.00
17.39	136.00	3.91	33.94	50.67	0.00	0.38	0.00	0.00
17.89	136.00	6.38	33.37	49.90	0.00	0.31	0.00	0.00
18.38	135.00	8.39	32.81	49.19	0.00	0.22	0.00	0.00
18.88	133.00	7.83	32.14	48.49	0.00	0.15	0.00	0.00
19.38	134.00	6.26	31.61	47.83	0.00	0.10	0.00	0.00
19.87	136.00	5.60	30.52	47.20	0.00	0.00	0.00	0.00
20.37	135.00	5.24	29.63	46.59	0.00	0.00	0.00	0.00
20.87	134.00	3.12	28.93	46.00	0.00	0.00	0.00	0.00
