# Distance = 15.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.76	206.00	16.00	2.03	95.42	277.30	6.10	2166.20	3616.11
2.28	214.00	10.00	4.43	214.08	218.08	5.98	1233.88	0.00
3.80	222.00	8.00	7.31	237.60	168.95	6.25	307.23	0.00
5.33	224.00	8.00	13.76	222.73	142.66	6.44	137.83	0.00
6.85	225.00	8.00	18.50	206.02	125.84	5.82	63.77	0.00
8.00	222.00	6.00	20.40	192.05	116.44	5.48	46.48	0.00
10.28	220.00	3.00	23.68	177.48	102.72	4.90	37.35	0.00
12.56	218.00	2.00	25.25	168.09	92.93	4.60	20.51	0.00
14.91	219.00	2.00	30.36	156.47	85.29	4.62	11.48	0.00
17.15	217.00	2.00	34.62	146.98	79.53	4.18	8.58	0.00
19.39	218.00	2.00	37.98	140.37	74.79	3.82	7.31	0.00
21.64	220.00	2.00	42.88	136.81	70.80	3.48	5.24	0.00
24.01	222.00	2.00	47.07	130.83	67.21	2.68	2.49	0.00
26.25	218.00	3.00	48.51	124.12	64.28	1.81	1.28	0.00
28.50	217.00	3.00	47.43	118.28	61.69	1.11	0.89	0.00
30.87	207.00	3.00	44.71	113.40	59.28	0.70	0.64	0.00
33.12	199.00	3.00	42.96	109.14	57.23	0.54	0.40	0.00
35.36	191.00	3.00	40.92	105.28	55.39	0.38	0.26	0.00
37.73	193.00	3.00	39.18	101.57	53.62	0.33	0.16	0.00
39.98	192.00	3.00	37.92	98.40	52.09	0.27	0.11	0.00
42.22	194.00	4.00	36.80	95.53	50.69	0.24	0.07	0.00
44.59	196.00	5.00	35.80	92.72	49.32	0.21	0.00	0.00
