# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.87	37.80	9.00	-5.03	102.31	0.00	2.76	759.57	0.00
1.74	80.10	9.00	-5.11	115.00	0.00	4.00	476.73	0.00
2.61	121.00	8.50	-3.68	122.11	0.00	4.72	371.07	0.00
3.50	142.00	7.30	8.17	132.84	0.00	5.27	319.82	0.00
4.37	153.00	6.20	13.25	144.10	0.00	5.15	291.73	0.00
5.24	160.00	5.30	16.80	160.19	0.00	4.76	273.94	0.00
6.11	162.00	5.30	20.13	181.85	0.00	4.41	238.43	0.00
6.98	167.00	4.50	22.81	194.15	0.00	3.72	174.55	0.00
7.85	169.00	5.30	24.41	198.47	0.00	3.15	133.07	0.00
8.72	171.00	4.90	25.75	201.54	0.00	2.67	102.02	0.00
9.60	171.00	4.90	27.02	202.43	0.00	2.15	67.51	0.00
10.47	170.00	5.70	27.64	195.81	0.00	1.64	43.68	0.00
11.35	169.00	7.00	27.72	190.56	0.00	1.16	31.29	0.00
