# Distance = 53.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.78	14.50	8.10	2.43	15.80	0.00	3.74	53.51	0.00
2.34	32.60	26.80	6.11	29.57	0.00	3.41	27.36	0.00
3.91	48.60	11.30	8.98	39.91	0.00	3.14	21.37	0.00
5.47	58.10	6.10	11.36	44.44	0.00	2.86	11.76	0.00
7.04	65.90	8.71	13.27	44.30	0.00	2.72	7.46	0.00
8.60	72.50	12.20	15.77	44.27	0.00	2.62	4.27	0.00
10.17	78.60	28.40	18.25	42.90	0.00	2.45	2.64	0.00
17.97	97.10	10.00	27.11	33.89	0.00	1.26	0.23	0.00
21.07	99.40	10.00	28.14	30.93	0.00	0.87	0.09	0.00
22.72	100.00	10.00	28.61	29.58	0.00	0.67	0.05	0.00
28.61	99.10	10.00	26.52	25.84	0.00	0.00	0.00	0.00
