# Distance = 6.6 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.32	44.00	8.00	-0.70	197.83	0.00	4.89	7393.57	0.00
0.64	64.00	8.00	-1.77	204.15	0.00	4.93	3002.08	0.00
0.96	128.00	8.00	-2.77	209.25	0.00	5.12	2411.81	0.00
1.28	148.00	8.00	-3.47	218.14	0.00	5.48	1895.47	0.00
1.60	157.00	8.00	-3.42	223.67	0.00	5.99	1625.63	0.00
1.92	189.00	8.00	1.93	233.10	0.00	6.63	1474.21	0.00
2.24	195.00	6.00	5.89	248.38	0.00	6.88	1493.06	0.00
2.56	201.00	6.00	8.55	274.95	0.00	7.00	1371.30	0.00
2.88	214.00	4.00	10.92	292.64	0.00	7.00	1009.96	0.00
3.20	215.00	4.00	13.10	300.20	0.00	6.87	706.79	0.00
3.52	215.00	4.00	15.09	297.16	0.00	6.63	476.79	0.00
3.84	216.00	3.00	16.80	290.23	0.00	6.27	365.53	0.00
4.80	214.00	2.00	20.61	275.25	0.00	4.94	195.17	0.00
5.76	210.00	2.00	21.34	256.45	0.00	3.35	83.13	0.00
6.72	205.00	2.00	19.84	237.34	0.00	3.11	50.66	0.00
7.68	203.00	1.00	19.89	221.90	0.00	2.94	32.24	0.00
8.64	201.00	1.00	19.93	210.11	0.00	2.95	23.57	0.00
9.60	201.00	1.00	21.82	199.75	0.00	3.33	14.07	0.00
10.56	199.00	1.00	26.53	190.30	0.00	3.31	10.06	0.00
11.52	197.00	1.00	30.49	182.06	0.00	2.51	6.57	0.00
12.48	196.00	2.00	30.76	174.57	0.00	1.46	4.46	0.00
13.44	193.00	3.00	28.94	167.82	0.00	1.15	2.89	0.00
14.40	190.00	3.00	28.01	161.62	0.00	0.97	1.89	0.00
15.36	188.00	5.00	27.82	156.04	0.00	0.88	1.25	0.00
16.32	187.00	5.00	27.31	150.95	0.00	0.60	0.83	0.00
17.28	188.00	3.00	26.18	146.30	0.00	0.56	0.55	0.00
18.24	186.00	3.00	25.65	142.05	0.00	0.50	0.37	0.00
19.20	185.00	3.00	25.20	138.15	0.00	0.45	0.24	0.00
20.16	185.00	3.00	24.61	134.55	0.00	0.39	0.16	0.00
21.12	181.00	3.00	24.39	131.23	0.00	0.41	0.11	0.00
22.08	178.00	3.00	24.27	128.15	0.00	0.35	0.07	0.00
23.04	177.00	3.00	24.07	125.28	0.00	0.35	0.05	0.00
24.00	182.00	4.00	24.64	122.61	0.00	0.34	0.03	0.00
24.96	180.00	8.00	24.83	120.11	0.00	0.24	0.00	0.00
