# Distance = 18.0 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.74	145.00	6.80	10.54	201.97	0.00	13.97	1037.21	0.00
3.50	174.00	6.80	18.21	210.40	0.00	12.85	327.54	0.00
5.24	194.00	6.40	26.85	211.45	0.00	12.09	136.80	0.00
6.98	190.00	5.50	36.00	187.79	0.00	9.82	48.71	0.00
8.81	186.00	5.80	41.32	172.34	0.00	6.31	34.25	0.00
10.90	188.00	7.00	40.32	160.86	0.00	3.59	15.24	0.00
13.12	187.00	8.50	38.54	147.81	0.00	2.84	5.33	0.00
15.33	179.00	12.60	38.49	135.26	0.00	2.29	2.14	0.00
17.30	176.00	11.70	38.78	126.29	0.00	1.93	0.93	0.00
19.05	167.00	13.50	39.90	119.81	0.00	1.55	0.00	0.00
