# Distance = 21.3 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.12	134.00	41.10	-0.33	7.75	179.06	1.83	622.96	50762.31
0.24	208.00	35.50	-0.47	15.00	278.38	1.83	601.17	27720.83
0.35	252.00	27.10	-0.62	21.27	309.46	1.83	581.86	16719.99
0.47	272.00	11.60	-0.82	27.73	321.20	1.83	561.50	10847.48
0.59	276.00	12.60	-1.03	33.84	323.58	1.83	541.86	7620.20
0.71	271.00	16.30	-1.26	39.63	323.15	1.83	522.90	5650.81
0.83	266.00	11.90	-1.49	45.13	320.31	1.84	504.60	4439.61
0.94	262.00	12.20	-1.68	49.92	316.84	1.84	488.40	3710.23
1.06	260.00	12.10	-1.93	54.91	314.79	1.85	471.31	3081.80
1.18	260.00	11.90	-2.15	59.66	313.21	1.86	454.82	2524.16
1.30	259.00	8.04	-2.38	64.19	311.21	1.87	438.91	2069.24
1.42	257.00	10.20	-2.60	68.50	309.11	1.90	423.55	1658.71
1.53	254.00	9.68	-2.79	72.28	306.55	1.90	409.95	1386.92
1.66	244.00	4.95	-3.02	76.54	303.54	1.93	394.43	1102.98
1.89	228.00	9.83	-3.41	83.57	297.20	1.96	368.41	719.64
2.01	220.00	18.60	-3.61	87.00	293.40	1.99	355.51	572.02
2.13	215.00	4.11	-3.79	90.27	289.39	2.01	343.08	456.41
2.24	213.00	16.10	-3.95	93.15	285.56	2.03	332.06	371.14
3.10	228.00	9.59	-4.98	112.08	255.35	2.27	256.65	45.54
3.79	236.00	7.22	-5.04	121.59	232.68	2.47	200.05	5.71
3.90	236.00	7.24	-5.01	122.70	229.34	2.50	193.13	4.09
4.14	237.00	8.26	-4.90	124.83	222.83	2.57	179.76	2.00
4.25	237.00	4.07	-4.78	125.73	219.95	2.61	174.63	1.43
4.37	237.00	4.04	-4.61	126.70	216.93	2.64	169.69	1.00
4.49	237.00	1.94	-4.41	127.67	214.04	2.69	165.33	0.70
4.61	237.00	1.49	-4.15	128.67	211.23	2.72	161.03	0.48
4.72	236.00	2.38	-3.87	129.59	208.76	2.76	157.41	0.35
5.16	235.00	2.40	-1.38	133.63	199.77	2.87	143.85	0.09
5.43	234.00	4.05	2.82	136.19	194.84	2.95	134.93	0.04
5.56	233.00	3.03	3.69	137.37	192.59	2.98	129.72	0.03
5.67	233.00	2.48	4.35	138.29	190.72	3.01	125.01	0.02
5.79	233.00	3.03	5.06	139.16	188.73	3.04	119.55	0.01
5.91	232.00	6.70	5.70	139.86	186.59	3.06	113.77	0.01
6.03	232.00	7.44	6.31	140.38	184.70	3.09	108.91	0.01
6.20	232.00	1.64	7.24	141.00	182.21	3.13	103.23	0.00
6.50	233.00	14.30	8.84	141.95	177.90	3.15	94.95	0.00
6.85	235.00	7.57	10.41	143.07	173.33	3.16	86.96	0.00
6.98	236.00	3.05	10.95	143.54	171.70	3.15	84.48	0.00
7.09	236.00	2.91	11.39	143.99	170.36	3.15	82.59	0.00
7.21	237.00	4.07	11.88	144.58	168.93	3.14	80.58	0.00
7.22	238.00	2.02	11.92	144.63	168.82	3.14	80.31	0.00
7.33	238.00	6.76	12.35	145.16	167.55	3.13	77.18	0.00
7.45	239.00	3.49	12.79	145.66	166.20	3.11	73.48	0.00
7.56	240.00	10.10	13.17	146.01	164.99	3.10	69.83	0.00
8.26	247.00	0.85	15.53	144.79	157.97	2.97	48.33	0.00
8.98	252.00	8.91	17.48	141.66	151.50	2.75	37.66	0.00
9.09	253.00	7.13	17.71	141.13	150.58	2.70	36.18	0.00
9.30	254.00	0.73	18.06	140.06	148.87	2.62	33.57	0.00
10.32	253.00	0.96	19.24	134.52	141.32	2.30	26.42	0.00
11.38	247.00	1.99	19.81	131.05	134.58	2.00	21.99	0.00
12.40	238.00	3.15	19.71	127.79	128.93	1.81	18.40	0.00
13.41	229.00	1.67	19.38	125.65	123.98	1.70	15.61	0.00
14.43	223.00	3.52	19.09	123.20	119.52	1.66	12.45	0.00
15.44	220.00	1.13	19.12	120.56	115.54	1.65	10.22	0.00
16.57	220.00	1.12	19.57	117.72	111.53	1.66	8.33	0.00
17.58	224.00	1.93	20.10	115.47	108.28	1.66	6.91	0.00
18.60	228.00	2.04	20.67	112.99	105.27	1.67	5.44	0.00
19.61	234.00	2.55	21.47	110.25	102.52	1.72	4.48	0.00
20.62	239.00	2.91	22.95	107.78	99.98	1.78	3.92	0.00
21.64	243.00	3.08	25.23	105.61	97.60	1.83	3.37	0.00
22.77	245.00	3.60	28.35	103.52	95.14	1.75	2.89	0.00
23.78	247.00	2.67	30.59	101.78	93.10	1.61	2.36	0.00
24.79	249.00	3.37	32.28	99.84	91.18	1.40	1.81	0.00
25.81	250.00	2.08	33.22	97.68	89.36	1.19	1.47	0.00
26.82	251.00	1.68	33.59	95.67	87.67	0.99	1.26	0.00
27.84	251.00	2.78	33.61	93.96	86.04	0.83	1.10	0.00
29.41	248.00	3.40	33.23	91.43	83.72	0.63	0.79	0.00
30.99	246.00	2.91	32.65	88.86	81.55	0.49	0.56	0.00
32.57	249.00	3.46	32.15	86.53	79.55	0.37	0.43	0.00
34.03	252.00	3.23	31.61	84.71	77.83	0.28	0.32	0.00
37.19	255.00	4.16	32.28	79.77	74.45	0.00	0.00	0.00
