# Distance = 51.2 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
2.50	206.00	75.00	-4.26	122.78	171.60	1.10	669.71	11.84
7.49	285.00	8.00	-14.22	218.15	99.53	1.65	282.14	0.00
12.54	291.00	7.00	-17.66	234.09	76.92	2.89	106.66	0.00
17.45	274.00	5.00	-12.88	221.51	65.21	3.90	40.36	0.00
22.47	266.00	4.00	24.44	205.26	57.46	4.38	19.71	0.00
27.48	255.00	2.00	36.21	190.10	51.96	3.80	8.34	0.00
32.50	250.00	2.00	42.90	174.20	47.78	3.14	3.62	0.00
37.51	242.00	2.00	46.28	160.64	44.48	2.59	1.58	0.00
42.42	237.00	2.00	50.56	149.45	41.82	2.14	0.70	0.00
47.44	235.00	2.00	51.58	139.91	39.55	1.56	0.30	0.00
52.45	236.00	2.00	49.65	131.95	37.61	1.28	0.13	0.00
57.47	242.00	2.00	52.29	125.21	35.93	1.15	0.06	0.00
62.48	246.00	2.00	52.75	119.47	34.46	0.82	0.03	0.00
67.40	242.00	4.00	50.86	114.58	33.18	0.61	0.01	0.00
72.41	242.00	5.00	49.24	110.21	32.01	0.59	0.00	0.00
