# Distance = 100.6 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.82	107.00	25.60	7.67	31.33	0.00	20.92	413.25	0.00
2.46	159.00	26.50	19.79	77.08	0.00	17.09	306.20	0.00
4.10	194.00	13.90	27.56	104.83	0.00	12.47	228.25	0.00
5.74	198.00	14.60	30.26	121.78	0.00	8.45	177.01	0.00
7.38	211.00	13.20	27.68	135.66	0.00	6.04	158.86	0.00
9.02	222.00	13.60	20.72	153.33	0.00	5.56	132.54	0.00
10.65	230.00	11.60	12.68	166.07	0.00	6.43	103.66	0.00
12.29	239.00	11.60	12.93	172.88	0.00	7.81	76.77	0.00
13.93	237.00	11.60	23.22	173.94	0.00	8.92	57.94	0.00
15.57	240.00	11.60	34.68	174.42	0.00	9.22	46.35	0.00
17.21	245.00	11.60	43.95	173.74	0.00	8.60	35.14	0.00
18.85	249.00	11.60	49.68	170.94	0.00	7.43	26.49	0.00
20.49	248.00	11.60	52.24	167.04	0.00	6.24	20.79	0.00
22.13	250.00	11.60	52.56	163.72	0.00	5.27	17.20	0.00
23.77	255.00	11.60	51.31	160.34	0.00	4.67	13.63	0.00
25.41	244.00	14.90	49.87	156.61	0.00	4.50	11.03	0.00
27.05	244.00	11.60	50.50	153.01	0.00	4.61	9.00	0.00
28.68	249.00	11.60	53.88	149.26	0.00	4.58	7.43	0.00
30.32	251.00	11.60	57.46	145.68	0.00	4.12	6.46	0.00
31.96	249.00	11.60	58.54	142.94	0.00	3.41	5.72	0.00
33.60	244.00	12.90	56.60	140.27	0.00	2.91	4.88	0.00
35.24	239.00	16.20	54.20	137.66	0.00	2.83	4.23	0.00
36.88	238.00	18.40	53.76	135.30	0.00	2.94	3.76	0.00
38.52	241.00	24.90	55.20	133.34	0.00	2.96	3.31	0.00
40.16	237.00	23.00	56.64	131.60	0.00	2.79	2.88	0.00
41.80	228.00	14.00	56.60	130.12	0.00	2.61	2.53	0.00
43.44	233.00	16.90	55.73	129.34	0.00	2.61	2.26	0.00
45.08	233.00	13.70	56.26	129.53	0.00	2.83	0.00	0.00
46.71	230.00	11.60	60.24	123.58	0.00	3.08	0.00	0.00
48.35	226.00	11.60	66.64	119.64	0.00	3.03	0.00	0.00
49.99	225.00	11.60	72.27	116.32	0.00	2.59	0.00	0.00
