# Distance = 3.58 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.11	6.80	3.62	1.12	11.98	0.00	10.36	401.24	0.00
0.17	9.50	4.31	1.36	15.44	0.00	10.00	385.05	0.00
0.24	14.00	3.11	1.08	19.53	0.00	9.41	353.55	0.00
0.31	19.80	5.50	1.60	23.11	0.00	10.47	326.80	0.00
0.38	26.10	3.90	2.23	26.27	0.00	10.56	306.50	0.00
0.45	28.70	3.50	2.84	29.17	0.00	10.58	294.93	0.00
0.52	28.70	2.70	3.34	32.17	0.00	10.55	286.81	0.00
0.59	31.70	2.50	3.84	35.20	0.00	10.97	277.28	0.00
0.66	35.50	2.30	4.53	38.05	0.00	11.07	266.34	0.00
0.73	39.40	2.10	5.20	40.80	0.00	11.11	258.37	0.00
0.80	42.90	2.30	5.79	43.49	0.00	11.31	250.06	0.00
0.87	46.00	2.60	6.47	46.05	0.00	11.52	244.56	0.00
0.94	49.10	3.10	7.19	48.89	0.00	11.69	245.53	0.00
1.01	49.20	3.20	7.94	52.32	0.00	11.98	248.27	0.00
1.08	51.40	3.20	8.85	55.91	0.00	12.48	237.88	0.00
1.14	57.20	3.10	9.83	58.62	0.00	13.00	230.00	0.00
1.21	63.80	2.90	11.17	62.02	0.00	13.24	228.85	0.00
1.29	67.80	2.80	12.67	66.14	0.00	13.33	216.32	0.00
1.35	69.80	3.30	13.80	68.93	0.00	13.25	203.26	0.00
1.42	71.70	3.90	15.12	71.90	0.00	13.00	189.42	0.00
1.49	74.10	4.40	16.42	74.64	0.00	12.70	174.06	0.00
1.56	76.70	4.80	17.69	76.99	0.00	12.14	155.41	0.00
1.63	79.90	4.40	18.77	78.78	0.00	10.96	134.59	0.00
1.74	83.60	3.35	20.06	80.20	0.00	8.98	99.94	0.00
1.93	83.90	3.95	20.40	78.57	0.00	6.04	58.42	0.00
2.10	88.70	4.44	20.65	75.61	0.00	4.89	46.09	0.00
2.27	85.30	5.36	20.73	73.70	0.00	3.54	41.53	0.00
