# Distance = 21.3 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.03	39.15	4.06	3.18	21.65	0.00	4.54	30.68	0.00
2.07	49.15	1.65	6.48	27.58	0.00	4.50	10.30	0.00
3.09	55.05	0.60	9.72	26.88	0.00	4.28	4.20	0.00
4.13	59.35	0.41	12.75	25.30	0.00	4.10	2.03	0.00
5.16	63.85	0.46	15.80	24.00	0.00	3.76	0.95	0.00
6.20	68.20	0.86	18.68	21.76	0.00	3.50	0.28	0.00
7.23	71.70	1.07	21.59	19.92	0.00	2.92	0.12	0.00
8.26	73.50	1.07	23.58	18.42	0.00	2.42	0.05	0.00
9.28	73.15	1.00	25.28	17.20	0.00	1.78	0.02	0.00
10.34	72.50	0.74	25.69	16.15	0.00	1.14	0.01	0.00
11.40	73.00	1.07	25.48	15.28	0.00	0.77	0.00	0.00
12.37	74.70	2.09	26.42	14.60	0.00	0.41	0.00	0.00
