# Distance = 14.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
2.67	221.00	20.00	-10.54	318.67	136.84	4.95	2029.41	0.00
3.21	237.00	13.00	-10.97	344.61	124.77	5.24	1695.43	0.00
3.74	249.00	8.00	-11.35	365.63	115.63	5.71	1209.56	0.00
4.27	250.00	5.00	-11.13	368.53	108.22	6.17	879.42	0.00
4.81	253.00	5.00	-10.07	367.36	101.96	6.55	718.98	0.00
5.35	257.00	5.00	-8.33	370.72	96.68	6.83	558.39	0.00
5.88	257.00	5.00	-5.46	364.56	92.22	7.04	415.53	0.00
6.41	257.00	5.00	4.15	360.10	88.33	7.18	334.62	0.00
7.48	257.00	5.00	10.71	345.37	81.76	7.28	196.95	0.00
8.55	255.00	5.00	14.54	324.29	76.48	7.60	125.71	0.00
9.62	248.00	6.00	19.67	311.01	72.10	7.82	108.76	0.00
10.66	247.00	6.00	24.55	300.00	68.49	7.87	79.70	0.00
11.74	246.00	6.00	29.50	288.52	65.26	7.76	68.87	0.00
12.83	244.00	6.00	34.12	280.45	62.43	7.44	55.08	0.00
13.91	242.00	4.00	38.01	272.15	59.96	6.87	43.42	0.00
15.00	238.00	3.00	40.04	263.71	57.74	6.27	35.37	0.00
16.08	236.00	3.00	41.61	256.47	55.77	5.92	30.67	0.00
17.07	233.00	3.00	43.40	250.86	54.12	5.79	27.32	0.00
18.15	234.00	3.00	47.20	245.92	52.49	5.63	23.83	0.00
19.24	236.00	3.00	50.61	241.97	50.98	5.02	19.98	0.00
20.32	237.00	3.00	52.69	237.65	49.61	4.32	14.17	0.00
21.41	238.00	3.00	54.24	231.06	48.33	3.74	9.38	0.00
22.49	240.00	3.00	55.88	224.52	47.15	3.12	7.57	0.00
23.48	238.00	3.00	56.65	219.55	46.15	2.41	6.48	0.00
24.57	237.00	3.00	55.37	214.39	45.11	1.69	5.34	0.00
25.65	236.00	3.00	54.09	209.73	44.15	1.42	4.39	0.00
26.74	238.00	3.00	53.60	205.23	43.24	1.07	3.53	0.00
27.82	239.00	3.00	52.47	200.97	42.40	0.71	2.83	0.00
28.91	239.00	3.00	50.88	196.86	41.59	0.48	2.28	0.00
29.89	241.00	4.00	49.59	193.36	40.90	0.34	1.87	0.00
30.98	236.00	4.00	48.59	189.66	40.18	0.00	1.51	0.00
32.06	236.00	5.00	45.65	186.20	39.49	0.00	1.22	0.00
33.15	239.00	5.00	43.89	182.92	38.84	0.00	0.98	0.00
34.23	237.00	5.00	42.50	179.91	38.22	0.00	0.79	0.00
35.32	241.00	7.00	41.29	177.31	37.63	0.00	0.00	0.00
36.31	238.00	9.00	40.28	173.82	37.11	0.00	0.00	0.00
