# Distance = 6.18 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.09	16.50	4.57	0.98	16.64	0.00	13.00	657.92	0.00
0.27	38.50	6.88	2.78	32.22	0.00	12.67	309.01	0.00
0.45	47.40	4.57	4.47	40.25	0.00	12.34	181.32	0.00
0.63	55.50	4.57	6.11	43.50	0.00	12.00	105.94	0.00
0.81	56.40	5.45	7.68	44.11	0.00	11.54	62.77	0.00
0.99	59.80	4.57	9.11	43.75	0.00	11.07	45.10	0.00
1.17	67.80	4.57	10.53	44.15	0.00	10.69	29.74	0.00
1.35	76.40	4.57	12.00	42.82	0.00	10.17	15.24	0.00
1.53	81.20	4.57	13.31	40.99	0.00	9.51	9.18	0.00
1.71	82.20	19.20	14.48	38.82	0.00	8.85	5.33	0.00
1.89	82.60	4.57	15.52	36.93	0.00	8.15	3.32	0.00
2.07	82.30	4.57	16.37	35.18	0.00	7.40	2.34	0.00
2.25	82.10	4.57	17.02	33.74	0.00	6.74	1.51	0.00
2.67	81.40	4.57	18.10	30.79	0.00	5.38	0.67	0.00
3.15	79.30	4.57	18.71	27.98	0.00	4.37	0.13	0.00
3.61	78.50	4.57	18.91	25.88	0.00	3.65	0.04	0.00
4.04	78.20	4.57	19.13	24.31	0.00	3.22	0.01	0.00
4.49	78.10	4.57	19.60	22.95	0.00	2.97	0.00	0.00
4.93	78.20	4.57	20.51	21.83	0.00	2.68	0.00	0.00
5.38	78.30	4.57	21.33	20.84	0.00	2.12	0.00	0.00
5.86	78.60	4.57	21.44	19.93	0.00	1.65	0.00	0.00
6.28	78.90	4.57	21.37	19.23	0.00	1.32	0.00	0.00
6.74	79.50	4.57	21.24	18.54	0.00	1.02	0.00	0.00
