# Distance = 24.2 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.33	4.00	7.90	-0.67	23.48	0.00	5.03	331.21	0.00
0.99	17.00	8.60	-0.63	49.63	0.00	5.24	227.88	0.00
1.76	33.30	7.90	2.51	61.05	0.00	5.49	159.56	0.00
2.42	44.90	10.50	4.62	72.55	0.00	5.70	135.79	0.00
3.19	53.00	7.90	7.39	83.13	0.00	5.95	94.06	0.00
3.85	60.80	7.90	10.16	85.13	0.00	6.12	71.07	0.00
4.62	69.00	7.90	13.56	88.40	0.00	6.22	55.67	0.00
5.28	76.60	7.90	16.62	91.89	0.00	6.22	50.05	0.00
5.94	85.00	7.90	19.93	95.57	0.00	6.13	36.45	0.00
7.04	78.10	6.70	25.04	94.91	0.00	5.42	19.62	0.00
8.80	81.60	6.70	29.66	88.54	0.00	3.70	7.10	0.00
10.56	84.50	6.70	30.20	78.34	0.00	2.45	0.00	0.00
