# Distance = 13.6 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.33	20.50	4.17	4.92	10.80	0.00	12.23	44.45	0.00
0.99	19.90	1.82	10.54	19.86	0.00	6.62	13.79	0.00
1.65	19.30	1.69	11.96	20.12	0.00	3.84	4.14	0.00
2.31	18.80	1.90	12.35	18.24	0.00	2.73	1.17	0.00
2.97	18.20	1.74	12.94	16.20	0.00	2.15	0.34	0.00
3.63	18.30	2.22	13.85	14.49	0.00	1.80	0.00	0.00
