# Distance = 83.6 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
2.43	62.20	5.69	9.52	143.79	0.00	12.78	445.64	0.00
3.65	88.20	3.85	12.47	155.83	0.00	11.83	260.50	0.00
4.86	107.00	4.42	14.45	158.42	0.00	13.00	163.15	0.00
6.08	120.00	3.93	22.59	158.65	0.00	13.01	134.70	0.00
7.29	124.00	5.15	28.66	165.74	0.00	12.20	100.48	0.00
8.51	128.00	4.29	33.22	163.59	0.00	11.28	68.88	0.00
9.73	133.00	5.36	35.11	161.12	0.00	9.52	54.26	0.00
10.96	138.00	6.78	34.15	160.76	0.00	10.13	43.92	0.00
12.19	143.00	6.42	40.43	158.86	0.00	10.59	27.98	0.00
13.41	146.00	5.40	46.78	153.35	0.00	9.29	20.66	0.00
14.55	148.00	4.50	49.48	149.21	0.00	8.60	16.57	0.00
15.78	154.00	4.46	52.93	145.29	0.00	7.38	11.80	0.00
17.00	158.00	4.02	54.12	140.33	0.00	6.24	8.51	0.00
18.23	159.00	5.07	53.25	135.60	0.00	5.11	6.51	0.00
19.46	160.00	7.33	52.29	131.19	0.00	5.50	5.20	0.00
20.69	158.00	7.82	55.93	127.35	0.00	4.71	4.38	0.00
21.92	155.00	8.07	55.01	124.48	0.00	3.72	3.74	0.00
23.14	156.00	7.93	53.46	121.85	0.00	3.94	2.86	0.00
24.28	154.00	9.09	54.35	119.27	0.00	3.31	2.08	0.00
25.51	150.00	13.40	52.57	116.26	0.00	3.68	1.30	0.00
26.73	141.00	20.10	56.32	113.25	0.00	3.60	0.91	0.00
27.96	152.00	16.00	58.10	110.31	0.00	2.89	0.00	0.00
