# Distance = 3.7 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.08	34.60	0.90	2.57	22.19	0.00	4.22	66.02	0.00
1.61	47.00	0.80	3.73	29.64	0.00	4.20	54.33	0.00
2.15	59.10	3.10	4.89	34.48	0.00	4.21	44.47	0.00
2.70	64.40	1.40	6.22	38.21	0.00	4.25	37.92	0.00
3.22	67.40	2.30	7.63	41.40	0.00	4.27	33.35	0.00
3.77	69.80	0.70	9.35	44.22	0.00	4.30	29.03	0.00
4.31	71.30	1.10	11.10	46.65	0.00	4.18	25.59	0.00
4.85	73.20	1.70	12.15	48.74	0.00	3.96	22.37	0.00
5.38	75.10	3.00	12.59	50.38	0.00	3.96	19.55	0.00
5.92	78.50	3.80	13.59	51.67	0.00	4.09	17.02	0.00
6.46	81.40	5.00	15.30	52.61	0.00	4.20	14.83	0.00
6.99	83.50	7.00	17.47	53.24	0.00	4.31	13.01	0.00
7.53	87.10	7.20	20.12	53.69	0.00	4.21	11.50	0.00
8.07	90.70	4.80	22.20	54.09	0.00	3.94	10.34	0.00
8.62	93.10	1.40	23.73	54.76	0.00	3.75	9.41	0.00
9.14	95.90	2.10	25.35	55.30	0.00	3.59	8.09	0.00
9.69	98.40	5.20	27.21	55.47	0.00	3.34	6.86	0.00
10.23	101.00	8.20	28.90	55.34	0.00	3.03	5.80	0.00
10.76	103.00	9.40	30.37	54.99	0.00	2.65	4.92	0.00
11.30	104.00	9.40	31.48	54.45	0.00	2.19	4.17	0.00
11.84	105.00	8.90	32.07	53.81	0.00	1.73	3.57	0.00
12.38	105.00	8.40	32.18	53.20	0.00	1.26	3.12	0.00
12.91	105.00	9.00	31.67	52.54	0.00	0.88	2.63	0.00
13.48	106.00	8.40	30.83	51.70	0.00	0.57	2.23	0.00
14.01	108.00	7.70	29.79	50.90	0.00	0.36	1.96	0.00
14.54	107.00	9.20	28.71	50.19	0.00	0.23	1.79	0.00
