# Distance = 8.64 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.63	14.80	5.06	-2.15	7.48	0.00	4.80	16.55	0.00
1.26	27.20	5.06	-2.61	13.08	0.00	5.37	13.49	0.00
1.88	34.10	5.06	1.28	16.75	0.00	5.75	9.83	0.00
2.52	38.80	5.06	3.81	19.09	0.00	6.39	6.78	0.00
3.14	42.80	5.06	9.24	20.33	0.00	7.18	4.99	0.00
3.77	47.90	5.06	14.32	21.28	0.00	7.28	3.62	0.00
4.40	51.90	5.06	18.63	21.37	0.00	7.24	2.60	0.00
5.03	57.60	5.06	23.41	21.34	0.00	6.85	1.84	0.00
5.65	60.70	5.06	27.41	20.89	0.00	5.70	1.34	0.00
6.29	65.60	5.06	29.86	20.41	0.00	4.21	1.04	0.00
6.91	68.60	5.06	30.74	20.23	0.00	2.81	0.91	0.00
