# Distance = 66.4 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.61	23.40	10.00	5.24	28.88	0.00	5.58	44.69	0.00
3.23	40.60	5.00	10.55	37.94	0.00	5.37	19.95	0.00
4.84	45.50	5.00	15.71	39.49	0.00	5.03	14.45	0.00
6.45	49.20	5.00	20.94	44.49	0.00	4.56	11.27	0.00
8.06	50.40	5.00	25.86	49.11	0.00	3.68	8.10	0.00
9.66	50.40	5.00	29.22	50.26	0.00	2.57	3.41	0.00
