# Distance = 5.68 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.09	7.00	2.49	1.88	4.36	0.00	15.02	114.45	0.00
0.25	14.90	1.35	4.55	13.08	0.00	12.49	109.79	0.00
0.41	21.10	1.37	6.62	18.43	0.00	10.26	58.35	0.00
0.58	26.00	1.24	8.31	20.20	0.00	8.03	27.81	0.00
0.74	27.50	1.59	9.48	20.51	0.00	6.27	15.24	0.00
0.90	28.80	2.57	10.20	19.93	0.00	4.40	9.99	0.00
1.08	29.50	1.85	10.27	19.37	0.00	2.96	7.35	0.00
