# Distance = 6.26 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.76	77.00	10.00	3.72	70.69	0.00	5.62	834.73	0.00
1.52	100.00	5.00	7.16	123.36	0.00	4.99	563.29	0.00
2.28	110.00	2.00	8.69	142.87	0.00	4.38	225.60	0.00
3.04	118.00	2.00	11.09	134.56	0.00	4.12	66.48	0.00
3.79	121.00	2.00	11.86	122.05	0.00	3.47	28.63	0.00
4.55	121.00	2.00	12.77	111.66	0.00	3.67	14.64	0.00
5.31	117.00	2.00	15.34	103.33	0.00	3.41	8.92	0.00
6.07	116.00	2.00	16.92	96.78	0.00	3.05	6.87	0.00
6.83	116.00	2.00	17.75	92.07	0.00	2.76	5.31	0.00
7.59	116.00	2.00	18.85	87.71	0.00	2.58	2.98	0.00
8.35	115.00	1.00	19.83	83.33	0.00	2.35	1.95	0.00
9.11	115.00	1.00	20.79	79.67	0.00	2.17	1.74	0.00
9.86	116.00	1.00	21.59	76.90	0.00	1.93	1.53	0.00
10.64	117.00	1.00	22.02	74.25	0.00	1.78	0.83	0.00
11.38	117.00	1.00	22.87	71.59	0.00	1.65	0.58	0.00
12.12	118.00	1.00	23.54	69.26	0.00	1.49	0.42	0.00
12.86	117.00	1.00	24.42	67.13	0.00	1.34	0.30	0.00
13.70	116.00	1.00	24.96	64.91	0.00	1.05	0.20	0.00
14.44	115.00	1.00	24.76	63.12	0.00	0.85	0.14	0.00
15.18	117.00	1.00	24.32	61.47	0.00	0.74	0.10	0.00
15.91	116.00	1.00	24.17	59.95	0.00	0.68	0.07	0.00
16.65	115.00	2.00	24.46	58.52	0.00	0.60	0.05	0.00
17.49	115.00	2.00	24.37	57.01	0.00	0.45	0.03	0.00
18.23	115.00	2.00	23.88	55.77	0.00	0.36	0.02	0.00
18.97	114.00	2.00	23.38	54.62	0.00	0.31	0.02	0.00
19.71	115.00	2.00	23.18	53.53	0.00	0.28	0.01	0.00
20.45	114.00	2.00	23.20	52.51	0.00	0.24	0.01	0.00
21.29	116.00	2.00	23.31	51.42	0.00	0.18	0.01	0.00
22.03	115.00	3.00	22.54	50.51	0.00	0.00	0.00	0.00
22.76	118.00	4.00	21.30	49.67	0.00	0.00	0.00	0.00
23.50	115.00	10.00	20.49	48.85	0.00	0.00	0.00	0.00
