# Distance = 4.83 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.26	18.30	1.80	4.23	8.31	0.00	16.83	31.29	0.00
0.77	35.30	3.00	10.44	14.79	0.00	12.89	10.44	0.00
1.29	47.80	4.63	14.91	14.53	0.00	8.87	3.29	0.00
1.81	52.80	1.26	17.32	13.65	0.00	5.26	1.03	0.00
2.32	58.00	3.11	18.41	12.27	0.00	2.75	0.34	0.00
3.39	63.10	1.35	14.43	9.96	0.00	0.00	0.03	0.00
4.44	62.70	7.36	12.01	8.52	0.00	0.00	0.00	0.00
