# Distance = 64.5 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SDgas	SDdisk	SDbul	
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
1.25	34.10	18.80	1.86	29.38	0.00	3.66	81.02	0.00
3.75	78.40	6.54	5.58	49.16	0.00	3.66	28.05	0.00
6.25	96.90	2.44	9.59	50.54	0.00	3.68	15.87	0.00
8.76	108.00	1.26	14.05	51.41	0.00	3.72	10.66	0.00
11.25	113.00	1.00	19.59	53.52	0.00	3.58	8.56	0.00
13.74	114.00	0.86	23.63	57.18	0.00	3.29	6.01	0.00
16.22	121.00	0.68	27.61	57.63	0.00	3.03	3.49	0.00
18.71	126.00	0.55	31.34	55.12	0.00	2.69	2.12	0.00
21.30	128.00	0.63	34.51	52.40	0.00	2.24	1.35	0.00
23.79	129.00	0.61	36.24	50.34	0.00	1.85	0.88	0.00
26.28	129.00	0.65	37.83	48.05	0.00	1.50	0.58	0.00
28.77	131.00	0.73	39.08	45.93	0.00	1.17	0.38	0.00
31.25	131.00	0.83	39.79	43.96	0.00	0.83	0.25	0.00
33.74	131.00	0.75	39.78	42.13	0.00	0.50	0.17	0.00
36.23	127.00	1.24	39.31	40.45	0.00	0.00	0.11	0.00
38.82	126.00	1.40	34.24	38.86	0.00	0.00	0.07	0.00
41.31	130.00	1.62	31.91	37.47	0.00	0.00	0.05	0.00
43.80	132.00	2.01	30.35	36.20	0.00	0.00	0.03	0.00
46.28	134.00	2.10	28.95	35.06	0.00	0.00	0.02	0.00
48.77	129.00	2.66	27.84	34.06	0.00	0.00	0.01	0.00
51.26	132.00	4.67	26.87	33.00	0.00	0.00	0.00	0.00
